Channel Title,Channel_URL,Subscribers YT,Gleev Channel ID,New Synced Vids,Videos Sync Reward in USD,Sign Up Reward in USD,Latest Referral Reward in USD,Latest YPP Reward Status,Latest Overall YPP Reward in JOY,Total YPP Rewards in JOY
Go To Work,channel/UCPYj2gGxUG02Q8OQZ8QgodQ,"42,800",26502,1.0,2.0,0.0,0.0,Paid,154,"26,685"
GOLDEGA,channel/UCw_MQ1w5dfEN5JaaRxDOifQ,"11,500",26746,0.0,0.0,0.0,0.0,Paid,0,"10,062"
GOLTEN,channel/UC0ty-kRoVNyNll4eD812WZQ,"1,150",27437,2.0,2.0,0.0,0.0,Paid,149,"1,428"
Gyan Shadow,channel/UCgBM3qNKNzH2k7G7MEBH7nw,"6,470",25942,0.0,0.0,0.0,0.0,Paid,0,"16,926"
Happy24 Club,channel/UC3PL8FtJojmo72ZCsuVSz5Q,"4,930",26281,2.0,2.0,0.0,0.0,Paid,154,"7,044"
HashOnTube,channel/UCFVfxIntmF_fSFLQhygGcGA,"4,950",25954,0.0,0.0,0.0,0.0,Paid,0,"18,443"
HelpInvest,channel/UC5G0DH35dB8Ic3TIyv_liJA,"3,160",26736,0.0,0.0,0.0,0.0,Paid,0,"3,652"
Hitasyurek,channel/UCMNKSRXQneNk1kXuvafYZ0A,"1,660",26635,0.0,0.0,0.0,0.0,Paid,0,"3,921"
Hype Fox,channel/UCB9C1HluZ8YOLOYobU0SrYw,"40,600",26495,0.0,0.0,0.0,0.0,Paid,0,"23,092"
Ian Balina,channel/UCT5IB8qqnIolnkuUj8a1kEQ,"108,000",27907,0.0,0.0,100.0,50.0,Paid,"11,176","11,175"
iBTC365club,channel/UCSZkw6NiWrE4nFcDxg55eYw,"2,360",27877,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
ICO today,channel/UCNt6FYvI4hx6JhIuro6cD_g,"1,370",26191,0.0,0.0,0.0,0.0,Paid,0,"5,000"
ICOline,channel/UCcs5JTQEcTQnYSKeWIyXcwQ,"1,730",26748,0.0,0.0,0.0,0.0,Paid,0,"3,652"
inchpes gumar ashxatel internetov - InteRPRO,channel/UCCW3EhQ_bd5pVhH0Cw6qiVQ,"4,730",27342,6.0,3.0,0.0,0.0,Paid,224,"1,624"
infoenot,channel/UCCHJEgnccP5bsAz0_6qwUwQ,"1,430",27503,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Infosite - только лучшие сайты,channel/UCj7jWO1FlRE95kvSl323e8g,"57,900",26678,1.0,5.0,0.0,0.0,Paid,373,"68,440"
inhabitants,channel/UC71tTCoBvyuyt7Zk1MB5plA,421,27856,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
INTER БАБКИ,channel/UCgOcZHMJuL-tUFeY6M_nNZQ,144,26839,1.0,1.0,0.0,0.0,Paid,75,"3,835"
Internetda pul ishlash,channel/UCHz9j-koN5pHuntmxVhSpVw,"1,510",27441,2.0,2.0,0.0,0.0,Paid,149,"1,428"
invesmets ,channel/UCKjyJ-zdJWf5bNCZ8OBrlgw,"6,740",26487,0.0,0.0,0.0,0.0,Paid,0,"25,732"
InvestDecentralized,channel/UCOsfDFdYiRYtoMq3nWrWZ6g,57,21874,0.0,0.0,0.0,0.0,Paid,0,"15,500"
INVESTHACKMAN,channel/UCIfl1M2YLHQrcP3T1utz_fA,125,27032,0.0,0.0,0.0,0.0,Paid,0,"2,313"
INVESTKIT,channel/UCzfpRuUmxD9rt2nwRQ27blw,"2,850",27834,2.0,2.0,20.0,0.0,Paid,"1,639","1,639"
Ivandro Josefh,channel/UCnVObWrYi5qcw_bAMLMSxyA,315,27499,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Jabed Crypto,channel/UCgRji1ZIpU_QbYXcFI_Q1zQ,"108,000",27918,0.0,0.0,100.0,0.0,Paid,"7,450","7,450"
João Farias FX,channel/UC13y436Cf73F3PbANH8bEJw,"18,800",26964,0.0,0.0,0.0,0.0,Paid,0,"7,517"
Josh Miller Crypto,channel/UCvGfOR6j5BfhctzH8sCVtLw,"7,060",27239,6.0,6.0,0.0,0.0,Paid,447,"3,859"
Juliano,channel/UCmAYuDl9iOKeNK4r_gus47w,"23,300",26494,0.0,0.0,0.0,0.0,Paid,0,"28,978"
KeepCrypto,channel/UC34VKKEwDPJQwOa5lf07PTA,353,26411,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Kelburn Token,channel/UCMbFtzlw_UUMv9ArbwY2FnA,"6,920",26806,0.0,0.0,0.0,0.0,Paid,0,"9,132"
KolotyginPRO Crypto,channel/UCdJAfAJxUMGx-xp4xcFh30A,681,27815,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Kozh,channel/UCp1aoqFzyGaMx4s7-PuZAMQ,361,26326,0.0,0.0,0.0,0.0,Paid,0,"5,000"
KriptoNFT,channel/UCDr0163lj5GgGC0Wz_8DorQ,"1,150",26977,2.0,2.0,0.0,0.0,Paid,149,"4,032"
kriptoRU70,channel/UC5tHcpXAIKiA-U598TWGG1g,762,26702,1.0,1.0,0.0,0.0,Paid,75,"4,948"
Ktg Official,channel/UCOwMPtEBSdP954d6SE1ci_w,"8,050",25946,0.0,0.0,0.0,0.0,Paid,0,"62,695"
Kyle Chasse,channel/UCYLxoSziVePq9rpptc8lEwA,"41,300",25838,0.0,0.0,0.0,0.0,Paid,0,"32,750"
LADYGIN,channel/UCHUJTsEhwx3NkmW62Lk4Mtw,308,26770,0.0,0.0,0.0,0.0,Paid,0,"3,652"
LexaKrm - Заработок в интернете,channel/UC0ReNoXhgMZEU_p9RDh7vdQ,"3,400",27985,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
LIFE CRIPTO,channel/UCKMF1kgUT6GzD3XDkGkPanw,558,26517,2.0,2.0,0.0,25.0,Paid,"2,012","18,775"
LIGHT CONCEPT GROUP,channel/UCqBqvGaQYkOP0UNHmksE94w,"1,730",27230,1.0,1.0,0.0,0.0,Paid,75,"1,353"
LiteLiger,channel/UCiz9xt9vtTRD2FMd-J6l_CQ,"32,700",26072,0.0,0.0,0.0,20.0,Paid,"1,490","43,518"
Little & Big,channel/UChm7HLvQbEC58HAyJFpngDg,"7,400",22339,0.0,0.0,0.0,0.0,Paid,0,"22,727"
LLoyD Crypto ,channel/UCFBVLdQwE5tHEPEyCtCZaqw,"3,750",26290,0.0,0.0,0.0,0.0,Paid,0,"6,801"
lofingv,channel/UCyl0lJPGkJl4kQKHj5doonA,433,21904,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Lora Davis,channel/UCTeW98JGSO-ih1lomuru7IA,"19,900",26604,0.0,0.0,0.0,0.0,Paid,0,"8,676"
Made in Blockchain,channel/UCAGjLNaKfcRcoAdIfFClKZA,"129,000",26664,0.0,0.0,0.0,0.0,Paid,0,"21,645"
Made in Ukraine,channel/UC5rFFLCXAsE0YWyqjVlHkvw,129,26098,0.0,0.0,0.0,0.0,Paid,0,"9,280"
Magic Rank,channel/UCimWmf1VH3xhH1ql1X2yhqw,967,27534,1.0,1.0,0.0,0.0,Paid,75,"1,292"
Martin cash,channel/UCn8IDQAma_e9ma_7gw2D_ow,"34,200",26493,0.0,0.0,0.0,0.0,Paid,0,"23,536"
Master Mening,channel/UCfQ_MypG9WTf9lTuRvm3T_w,"5,360",27774,1.0,2.0,50.0,0.0,Paid,"3,874","3,874"
Max About All,channel/UC3n0Xh954PMLIbySHKfuEmg,"1,220",27436,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Michael Whitman,channel/UCnf_4MBIr--PcLdQyKuGzPQ,"73,000",26745,0.0,0.0,0.0,0.0,Paid,0,"44,287"
Mihail Stepanov,channel/UCOjEZnHO8Pwf3jDfv9NMrmw,389,27452,1.0,1.0,0.0,0.0,Paid,75,"1,475"
Miscellaneous about Crypto,channel/UCMFOGK79SpscsziFQiJP5rw,113,26091,0.0,0.0,0.0,0.0,Paid,0,"7,700"
Money Freedom,channel/UCZueb--OIh5IF240UVap5Vg,"2,830",27788,2.0,2.0,20.0,0.0,Paid,"1,639","1,639"
Money Here,channel/UCan71mgZZfP-mwwI0Drr25A,"1,780",26940,0.0,0.0,0.0,0.0,Paid,0,"1,279"
Money Meadow,channel/UC94ulZpoqM5QcYgGaY-9I9g,876,26843,2.0,2.0,0.0,0.0,Paid,149,"7,848"
Money Start Заработок в интернете,channel/UCz-aZc2OzYPBlDmbpTYcrrA,"7,020",26819,1.0,2.0,0.0,0.0,Paid,149,"17,272"
MoneyExpress,channel/UCLKV8X6WIMvhkkwA-fQLO3w,"1,070",27336,3.0,3.0,0.0,10.0,Paid,969,"2,247"
MoneyTime,channel/UCnoH97B7aNiwxB-xgSfC5JQ,"115,000",27312,0.0,0.0,0.0,0.0,Paid,0,"6,094"
MONITORING PLYS!,channel/UCRM8Fa-04KcawdaR1U9NErw,850,27104,0.0,0.0,0.0,0.0,Paid,0,"2,660"
MrPrince,channel/UCKEwV2GANCcgTKNcNdaoqdQ,"124,000",26507,0.0,0.0,0.0,0.0,Paid,0,"22,727"
NanekTV,channel/UCLgw3i-z7BsUT8Tw4KV9k4w,465,26788,0.0,0.0,0.0,0.0,Paid,0,"3,652"
Natyk Crypto,channel/UCIGV6xOcdwETvvb-pnmn3iw,230,26490,2.0,2.0,0.0,0.0,Paid,154,"10,343"
Nazar Kliuka,channel/UCh6aqfv0zBHRkFkhdEVi4Sg,116,27017,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
NeuroCrypt,channel/UC7tLP1VS3KDGYwisrCNuj_w,128,26306,0.0,0.0,0.0,0.0,Paid,0,"5,000"
NEWS CRYPTO INDONESIA,channel/UCPsx-9syQs2OkC-Zn-gg3Lg,"9,880",27488,3.0,6.0,0.0,0.0,Paid,447,"3,494"
NFT TIGER BOSS,channel/UCXMdcXX0cVR0ZvGQaxAgD2w,"103,000",27920,0.0,0.0,100.0,0.0,Paid,"7,450","7,450"
NFT і не тільки,channel/UCMSa_Lj7JqEQvf4R0xVE_QA,"6,930",27366,1.0,2.0,0.0,0.0,Paid,149,"3,318"
NFTS UP,channel/UCqvg2BplX8aEyXis4Xbe_jg,"1,020",27179,0.0,0.0,0.0,0.0,Paid,0,"2,313"
Nishtyak - заробіток в інтернеті!,channel/UCPLb2mmJjI2ajvB9hrFNpYA,"9,060",26716,1.0,2.0,0.0,0.0,Paid,149,"12,539"
Online Money,channel/UCv9PxxTGGtu8T6oEjirgpgQ,"5,590",27528,0.0,0.0,0.0,0.0,Paid,0,"3,047"
Ovodoff,channel/UC4V2TIqV-rnBncBovskE1eA,"3,130",26747,8.0,3.0,0.0,0.0,Paid,224,"9,261"
pagksim,channel/UCgMKCNz1AJh25ZzgRf2iB3Q,80,27936,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Peca_Crypto,channel/UCFzuGkFOLjgX7Pzf-m8b5BQ,584,26147,5.0,3.0,0.0,0.0,Paid,223,"49,109"
Pray To Profit,channel/UC6PUBYKPcfLKpuNrclNz2QA,"22,700",26555,0.0,0.0,0.0,0.0,Paid,0,"23,427"
PRO LIFE,channel/UC67UGcJYLc0H57jQLfOK93g,"1,040",27388,4.0,3.0,0.0,0.0,Paid,224,"1,563"
PRO Mining,channel/UCviqKxlMnZqBipTzwixkGyg,"31,400",26387,0.0,0.0,0.0,0.0,Paid,0,"12,500"
Probas,channel/UCCx8u7K4DQoY6ZD6QtB1BXw,117,26968,0.0,0.0,0.0,0.0,Paid,0,"7,517"
Profitrole,channel/UCr-rC0r-SLlvPbZoVc_91Lg,"1,480",27112,0.0,0.0,0.0,0.0,Paid,0,"7,517"
PROSTO MONEY - ЗАРАБОТОК В ИНТЕРНЕТЕ,channel/UCxyy8wZZYBi-mxig7PGdVsA,"2,280",27949,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
ProTiger Promoter,channel/UCXqMvxpqGO0k2wJk501S49g,"23,800",27988,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
ProxXx,channel/UC6B6aRwo4h3YD3XDgGRnKzg,50,26300,0.0,0.0,0.0,0.0,Paid,0,"6,363"
Purple Money,channel/UCjWMMPgMdJ9Fwt4kIJsM4pA,"1,520",25761,0.0,0.0,0.0,0.0,Paid,0,"9,900"
QUICK Profit,channel/UCiVTm6_Zte_expeglj_CqaA,"53,300",27252,0.0,0.0,0.0,0.0,Paid,0,"6,094"
RABOTADOMA,channel/UCMmX3c45aAabOzsbhagai4g,"5,840",26798,4.0,6.0,0.0,0.0,Paid,447,"22,897"
RINA CRYPTO,channel/UC98xJsERn9k8xLWMS5LQx0g,"32,700",26608,3.0,6.0,0.0,0.0,Paid,447,"9,017"
Robert Cole,channel/UCr3LtGXe6BNvwmHploLx0vg,"2,680",7692,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Rocket Star,channel/UCvCiZbbWp0qA0fPjMXAb9zw,"1,940",21903,0.0,0.0,0.0,0.0,Paid,0,"17,000"
Roland Morozov,channel/UC9uzALcD31qfiM-75R5Cqlw,"2,650",26515,2.0,2.0,0.0,0.0,Paid,149,"66,121"
RollerCoinUA,channel/UCyflZ_DirN8SLl2-QES3g6g,149,26239,0.0,0.0,0.0,0.0,Paid,0,"18,329"
Roman Pushka,channel/UCQDpSeGqIjwnn_FN-hDy25Q,"110,000",26628,0.0,0.0,0.0,0.0,Paid,0,"3,469"
Royal Gaming & Token,channel/UC5pzqQoPBGoDUX13cHp17SQ,"44,000",27840,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
Rudy Crypto,channel/UCdy-YTnCaMZ2nSWpMu6PHeA,"9,480",27847,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
Ruslan Nestserau,channel/UCCCcvO8nyuClolGVMSu5_uw,"2,800",26873,1.0,1.0,0.0,0.0,Paid,75,"3,141"
Sakolik,channel/UCOMGZkhTqLeY_paj3_Y9zvA,477,26992,0.0,0.0,0.0,0.0,Paid,0,"3,128"
Sanchous Crypto,channel/UC1xeIRAMdfgdmyR4cYMfkZQ,"57,600",27263,0.0,0.0,0.0,0.0,Paid,0,"6,399"
Serega Gorbachev,channel/UCsPeilAjUfB0qhbBOrdicBw,634,27511,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
SERGO ПРО КРИПТУ,channel/UC-hEoMnUynAQHPsa6yRmiXg,"7,330",27464,0.0,0.0,0.0,0.0,Paid,0,"3,047"
Serhius,channel/UCknct8a-zHuW_-8AeD5Ht3g,85,27219,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Slash,channel/UC5yqTDa4fLznQNEoeSRRFsg,"2,500",28044,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
SONAS,channel/UCsnshC5psdqB6laFJS8mIiA,"1,220",26132,1.0,1.0,0.0,0.0,Paid,74,"8,268"
Spy Mk,channel/UCom0QOVrkZSQ1MqnIzdWZhg,"2,080",26703,0.0,0.0,0.0,0.0,Paid,0,"3,921"
Strong Crypto 💪,channel/UCiN29cZ2PRa9PwZh2B5z1gA,430,26581,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Tamil Crypto Airdrops,channel/UCdQLNL4E-E4-ihp-eNGEj6g,"3,160",27551,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
TECHNO TINKU,channel/UC5T9b4lEmZ6kNlBFrwHMLjw,"1,430",26615,0.0,0.0,0.0,0.0,Paid,0,"4,578"
The 100x Podcast,channel/UCV9lg8-PNvLRUx-yNiclQ6w,439,27965,1.0,1.0,20.0,0.0,Paid,"1,565","1,564"
THE TRUST OFFICIAL,channel/UCQ-NZpfQ6nrH4YYR814nIKg,170,25744,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Tima Morze,channel/UC95WXno_pfeqegxv6xC0x3Q,86,26385,0.0,0.0,0.0,0.0,Paid,0,"5,000"
TOKEN &TRX PROMOTER,channel/UCG5w85DyANVN7I1riKiNDZQ,"29,200",27922,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
Token Metrics,channel/UCH9MOLQ_KUpZ_cw8uLGUisA,"113,000",27909,0.0,0.0,100.0,0.0,Paid,"7,450","7,450"
Tomket Lovers Reborn,channel/UCjPZSVcXjUoUGMwa3Vp628w,"215,000",27832,2.0,10.0,100.0,0.0,Paid,"8,195","8,195"
TRIGS,channel/UCOYoVj20SuXCmDuEuctgrbA,"143,000",26499,0.0,0.0,0.0,50.0,Paid,"3,725","145,032"
TRON KING ,channel/UCPPkhjnLfICwOZqQJZDgsag,"1,300",26872,3.0,3.0,0.0,0.0,Paid,223,"4,453"
Tropimil Money,channel/UC2fIE1sdNwJNgwfBjIBLm0w,"1,700",27787,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
TRX and USDT Promoter  ,channel/UC8RnBxOl0-OWApoD6gbREEA,"22,100",27989,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
TsukuyomiCrypto,channel/UCAK97vnM5jp6Kpz43wgM6zg,44,27925,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
UloggersTV,channel/UCzI3Rjamg7zSe_o0BwSeIQQ,"8,370",26727,19.0,6.0,0.0,0.0,Paid,447,"22,897"
UZ OPTION,channel/UCH8Ljb4yB9FZ5Hccjk2SA7w,"1,640",27828,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
VEN BUSINESS,channel/UC4L0SjMBOA3NfvIK_V0Pgsg,"2,760",26789,9.0,3.0,0.0,0.0,Paid,224,"9,871"
Vi Ma,channel/UCw4PyXd7dF9CT95oDrkPKTg,108,26430,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Visco Research,channel/UCo8ft39sumUNsR2xnxmExSw,465,27533,0.0,0.0,0.0,20.0,Paid,"1,490","2,769"
Vladyslav,channel/UCbehDkiZtVDh4821XpnlCyQ,63,21911,0.0,0.0,0.0,0.0,Paid,0,"20,300"
Vladyslav Yakymenko,channel/UCqlrEb-eMHHN4uaPNQHSNRA,"3,030",26190,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Web3 with Dustin Lee,channel/UC9XRynABG-YSiGh1iLSk18g,725,26258,0.0,0.0,0.0,0.0,Paid,0,"5,000"
web3easy,channel/UCxVy-VGaiFXX7-GDsO_PYQw,"2,270",26785,1.0,1.0,0.0,0.0,Paid,75,"5,697"
When Airdrop,channel/UCzyfgzUt3R0PRPf319LHIRQ,"1,270",26733,4.0,3.0,0.0,0.0,Paid,224,"6,832"
X- Ray Crypto,channel/UCLWTaEkH4VXGWYkuj3k_r0Q,"8,810",27833,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
Xrypto Yeap,channel/UCR8I2VhB-Al4yNDyrDGz1Og,"1,050",27734,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Yan Vazov,channel/UCX39_PcW1KjgFrofhVqaAXA,"1,230",27938,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Yevhen про Криптовалюту 💎,channel/UCpR9SoMGjNwAAU6kLAO4JsQ,540,27395,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Yulia Gorenshteyn,channel/UCwpYJlHrMcLpWtTWZOi-1Nw,128,25895,0.0,0.0,0.0,0.0,Paid,0,"7,116"
Yung Dem,channel/UCViyCG7ZTlV8YjPWqyaxJbA,216,27866,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
ZEFIRIUM,channel/UCgCg8S1W7nwhAqS7EGzDa-Q,374,26053,0.0,0.0,0.0,0.0,Paid,0,"9,525"
Александр BestMoney,channel/UCaPVc5uD9O6eLeORhP1c-7w,"2,230",26669,1.0,1.0,0.0,0.0,Paid,75,"14,190"
Алексей Адаменко - Криптовалюта,channel/UCewSTV1XOp_mUos_pSFaGCQ,"3,890",26410,1.0,1.0,0.0,0.0,Paid,77,"18,319"
Алексей Волков,channel/UCVDqk5ZHu4kVOof7gJeG3cQ,"6,000",25826,0.0,0.0,0.0,0.0,Paid,0,"90,893"
Бабкина Крипта,channel/UCQ8FnfuhT1sSilMUSSUC0-A,"1,220",26231,5.0,3.0,0.0,0.0,Paid,223,"48,402"
Бабло⚡️Ток,channel/UCiEbgDEEJ7LsutQlNOKGG_Q,405,27433,0.0,0.0,0.0,0.0,Paid,0,"1,218"
БРАЦЛАВСКИЙ НИКИТА инвестиции в крипту,channel/UCWGjEkcrfaAAKOnlqbQfWwQ,"1,120",26234,4.0,3.0,0.0,0.0,Paid,231,"48,406"
Бывший Скамер,channel/UCg_LuKKYITOXj5MHUGvNZZw,"5,490",27794,1.0,2.0,50.0,0.0,Paid,"3,874","3,874"
Валерий Жиленко,channel/UCTHwXt9F44uhhbwqy8Y9iAQ,56,25877,0.0,0.0,0.0,0.0,Paid,0,"38,458"
ВАНЯ VIPER,channel/UCIjL1WYEpMcgH43fo5zeSMA,"8,580",27205,1.0,2.0,0.0,0.0,Paid,149,"6,984"
Виктор Подлипаев,channel/UCuJX__5z-t00r_lqsYuMyNA,287,25731,0.0,0.0,0.0,0.0,Paid,0,"18,153"
Виртуальные Иксы,channel/UCfjcRy_QQRyUBzbNUb7qMqw,396,27255,0.0,0.0,0.0,0.0,Paid,0,"1,218"
ВИТЯ НА КРИПТЕ,channel/UC-A2yA2IYzOqLY0G-PBdaUg,308,27350,0.0,0.0,0.0,0.0,Paid,0,"1,828"
Віктор Романюк,channel/UC0L6pv7DhtWBlGS7Cq9ZNNg,"2,450",26803,3.0,3.0,0.0,0.0,Paid,224,"9,122"
Влад Прихидный про инвестиции в криптовалюту,channel/UC64tsh2khuXxKGBcmtoN6nw,827,27507,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Высшая Лига Money,channel/UC5DoJFn6-8ctJm8JNcRGcqw,"2,730",26911,0.0,0.0,0.0,0.0,Paid,0,"2,313"
ДЕЛАЙ ДЕНЬГИ В ИНТЕРНЕТЕ,channel/UCqkhunEN9ZZSJmlghLlK3EQ,"5,800",26892,0.0,0.0,0.0,0.0,Paid,0,"8,795"
Денис Скрипник,channel/UCVxnIxHp7teDXamg5eUyFlw,128,26272,0.0,0.0,0.0,0.0,Paid,0,"5,000"
Деньги здесь и сейчас !,channel/UCcHBogFSl_RWhYoAD-GkYZA,645,27047,0.0,0.0,0.0,0.0,Paid,0,"2,313"
ДЕТИ БУЛРАНА | Василий Суфидянов ,channel/UCa4TfHud0sTrV_wr4eGK7yg,"5,490",27487,0.0,0.0,0.0,0.0,Paid,0,"3,047"
Дневник Инвестора,channel/UClC1O_cpUmTnM23nIqMO10w,"9,880",26988,0.0,0.0,0.0,0.0,Paid,0,"7,638"
Дневник Трейдера,channel/UC6MOZ8OtbKtMo9vjW3WIzCw,57,27583,0.0,0.0,0.0,85.0,Paid,"6,333","7,550"
ДохідUA,channel/UCdJS8PJMWiQhl66_rOt3Bow,"17,700",26831,0.0,0.0,0.0,10.0,Paid,745,"10,900"
Думай Делай,channel/UCVsVIypK01cfcEZO64Al5Pw,"2,420",27233,0.0,0.0,0.0,0.0,Paid,0,"1,340"
Евгений Вертель,channel/UCWv0EXT0T6lHFZGNeTq8uPQ,"4,050",26985,0.0,0.0,0.0,0.0,Paid,0,"2,660"
Жизнь и работа в интернете!,channel/UC2Kl7D5Q-XNxdkVzsKAdyuw,"3,900",26786,6.0,3.0,0.0,10.0,Paid,969,"16,515"
Забирай ДеньгиTV,channel/UC8meYNZhKVMxg8nTd1lAZ5w,"1,010",27448,2.0,2.0,0.0,0.0,Paid,149,"1,367"
Заработай сидя дома,channel/UClyspqT5QnlI1roLYle9wFw,"8,250",26594,1.0,2.0,0.0,10.0,Paid,894,"31,951"
Заработать монету,channel/UC4UfUW5EXr3b_5sAMxEGihg,172,27236,4.0,3.0,0.0,0.0,Paid,224,"1,563"
Заработок в интернете,channel/UC4RA_d8tq188kRzbQnuvk-g,"2,530",27226,1.0,1.0,0.0,0.0,Paid,75,"1,353"
ЗАРАБОТОК В ИНТЕРНЕТЕ ЛУЧШИЕ ВИДЕО!,channel/UCKVy5BoBOQr1vBKzFDGo2ww,90,26661,0.0,0.0,0.0,0.0,Paid,0,"12,248"
Заработок В Интернете Сидя Дома,channel/UC7K8yw4XjCrCb3Qa4WWK7Uw,568,27356,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Заработок онлайн,channel/UCtTkbp_7K7UR8b6RzfXInUA,880,27337,2.0,2.0,0.0,0.0,Paid,149,"1,489"
Заработок разное.,channel/UCuGb9FMnNMCk5IDTS4U97ZA,"1,620",26767,0.0,0.0,0.0,0.0,Paid,0,"4,119"
Заробіток в інтернеті,channel/UCJez2Gp0ozhVToFI33sO89A,836,27686,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Заробіток з HONTARUK,channel/UCUO_GkYubu_YMcwFdR_l3Vw,500,27156,0.0,0.0,0.0,0.0,Paid,0,"3,007"
Заробіток на Криптовалюті,channel/UCgW-WZKYnVFTYP66MVaOx9A,328,26409,0.0,0.0,0.0,0.0,Paid,0,"17,331"
Захаркин Крипта,channel/UCWd-OAskxBDQJa8gVC2dvEA,"12,900",27659,0.0,0.0,0.0,0.0,Paid,0,"3,047"
Изучаем криптопроекты,channel/UC2J5kCOEI-LRppTb202inXQ,244,26283,2.0,2.0,0.0,0.0,Paid,154,"15,340"
Илья Торлопов,channel/UC8fnxB0yg1EQ8BqF7yEla5A,141,25875,0.0,0.0,0.0,0.0,Paid,0,"6,120"
Инвестиции с Grisha Raven,channel/UCLXsgYxMoqH5AoPc4mM64og,"29,000",26384,2.0,4.0,0.0,0.0,Paid,308,"52,436"
ИнвестицииBY,channel/UCPU9wV5arBWrVoYeMLM__kA,"2,830",26086,0.0,0.0,0.0,0.0,Paid,0,"9,334"
интернет заработок,channel/UCmvLwQrGUjTm5o4DPiIigdg,"1,360",26715,2.0,2.0,0.0,0.0,Paid,149,"6,333"
КАК ЗАРАБОТАТЬ В ИНТЕРНЕТЕ,channel/UCRcXYaCH-qe629N9Bsq9faA,"2,330",27596,3.0,3.0,0.0,0.0,Paid,224,"1,624"
КАК ЗАРАБОТАТЬ В ИНТЕРНЕТЕ / BOYKOFF,channel/UCgulwyHieRpATZWlE82Palg,"9,180",27121,0.0,0.0,0.0,0.0,Paid,0,"11,384"
Как заработать в интернете с Artur Knows,channel/UCK95A90P0zy6-OaHQ6TI8WQ,"45,700",26986,1.0,2.0,0.0,0.0,Paid,149,"16,738"
КАК ЗАРАБОТАТЬ ДЕНЬГИ В ИНТЕРНЕТЕ,channel/UCMNnkkWdBK9F-ISWm_DRgvA,"2,200",27024,5.0,3.0,0.0,0.0,Paid,224,"7,922"
Котелок инвестора,channel/UCIxnu9EOgbClosHB0Ox6aCA,"10,400",26899,0.0,0.0,0.0,10.0,Paid,745,"21,370"
КотлONE ,channel/UCRJYt_uIBFlCSh8b6byaTlg,390,26797,0.0,0.0,0.0,0.0,Paid,0,"3,712"
Крипта Для Своїх,channel/UCS0vXgDC1_Rd8VubgAcZDfg,263,26816,0.0,0.0,0.0,0.0,Paid,0,"2,313"
Криптач,channel/UCiIdH5P3OUY2iYlxQloPywA,82,27768,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Крипто Батя,channel/UCNdVwrx4lc_41fJRLN9D5CQ,"229,000",26621,1.0,5.0,0.0,0.0,Paid,373,"26,398"
Крипто Воля | Apcik,channel/UCGvjef1y7vcIwe91A9etc2Q,322,28022,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Крипто Гамеры,channel/UC_HY84x6rLmbn3whQZkqYCQ,"1,020",26356,0.0,0.0,0.0,0.0,Paid,0,"5,000"
КРИПТО ГНОМ,channel/UCm3AHFMOLA31FiKapZD722g,"8,550",27792,8.0,6.0,50.0,0.0,Paid,"4,172","4,172"
Крипто Инфошум,channel/UCKDWAuL1gv9BdI0LeN3tcKg,"47,100",26738,0.0,0.0,0.0,0.0,Paid,0,"11,676"
