Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Submitted [Timestamp],Submitted [date/time],Subscores
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Completed,,,,,1,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/266,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md),,1,On time,No,1176621,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Completed,,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),,0.82,,No,,,,"WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20ccddd91c0d594c5cb2190af83512e3ab.md), WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%2063b119cfc4a54e1d818d31fbc2c1f5e4.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2065d0b516f87d495c910569bac92986e9.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20acd2c971a4844047b777822341f58e79.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20f08c2849d87647fc8bf1d628706d3ef0.md)"
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),,0.533,,No,,,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Completed,,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),,0.73,,No,,,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/297?post=616,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,1,On time,No,1267009,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),,0.997,,No,,,,
Member Faucet Empty,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#member-faucet-empty,Not Completed,,,,,,,No,,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Completed,,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),,0.68,,No,,,,"WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%203bbf0cd76b934f4cb64016d6eb0e0f0d.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%208518cc0906c7444f9090df6fc7d70e5a.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20590deb26bb8c4756ae41a705a82cde2a.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20f4c4b162b4ba43c1a1a33bd8157e25e9.md), WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20110c17aed0f84c3f8d8c32f04f4fa91c.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%203337c029436144908c4d38ce1924b199.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2013998c084bd84941b8b18d0ddc6231b2.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20d16d38eb26f747ae8f3f9b605d808f88.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%2091640463b6d147a29db57305e002fba4.md)"
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,,,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,0.367,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=599,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),,1,On time,No,1242036,,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",https://dao.joystream.org/#/forum/thread/303,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Data input - grading req,,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),,0.947,On time,No,1263914,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Calculation,,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),,0.451,,No,,,,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20288c6fe41d954e05a067361854dd729b.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%203bbf0cd76b934f4cb64016d6eb0e0f0d.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%208518cc0906c7444f9090df6fc7d70e5a.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20590deb26bb8c4756ae41a705a82cde2a.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20f4c4b162b4ba43c1a1a33bd8157e25e9.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2013998c084bd84941b8b18d0ddc6231b2.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20d16d38eb26f747ae8f3f9b605d808f88.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%2091640463b6d147a29db57305e002fba4.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Summary",https://dao.joystream.org/#/forum/thread/298,,SUMMARY_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),,1,On time,No,1261318,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),,,,No,,,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Completed,,,,,0.671,,No,,,,"Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md), Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md), Distributor Score (Council%2012/Council%20Period%2012/Distributor%20Score%207d6cf020570c4b519936a2cd1b8e7a39.md), Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md), HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md), Council Period Summary (Council%2012/Council%20Period%2012/Council%20Period%20Summary%2038c58a88a28949bbbde548d46540b677.md), Council Period Plan (Council%2012/Council%20Period%2012/Council%20Period%20Plan%209eb463358c0640d9ab661bd6d8879ab5.md), Lead Opportunities (Council%2012/Council%20Period%2012/Lead%20Opportunities%200fdd85834e1d444dab3980bb127769de.md), Meeting score (Council%2012/Council%20Period%2012/Meeting%20score%20a27b0b8fb577415bad156d38463fb481.md)"
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,,,
HR Score,"Composite Grade, Master Score",,,HR_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,0.869,,No,,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md), HR Report (Council%2012/Council%20Period%2012/HR%20Report%2020e8418e1f9642c2b378591defdba798.md), Response Time (Council%2012/Council%20Period%2012/Response%20Time%2014ab41c1a44246f399e3bea4098a0a91.md), Person Logging Score (Council%2012/Council%20Period%2012/Person%20Logging%20Score%20aa37de55876340aaab76aebbfe885280.md), Interaction Logging Score (Council%2012/Council%20Period%2012/Interaction%20Logging%20Score%20b9564c5d23f3473fa579db275b142c69.md), Bounty Management Score (Council%2012/Council%20Period%2012/Bounty%20Management%20Score%209252b35ec28b4aecb98bfb43b84ef0e3.md)"
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,0.557,,No,,,,"WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2030cba17caebf40c4b4498dbbffe53f91.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20bf1c8e7866f344fca824d483932d3138.md), WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%202d0fbc98cc1c4072a7f06ef8671af1fd.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20b48162faed25427e91da2d7c9ab907b7.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%207d13673d3c0e4d7696b03a2bd912cbb7.md)"
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Completed,,,,,0,,No,,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/294,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),,1,On time,No,1257057,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/297,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md),,1,On time,No,1260530,,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),,0.3,Only done on Notion,No,,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),,0.75,,No,,,,
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Completed,,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),,0.5,,No,,,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,0,,No,,,,Total Breaches of Policy (Council%2012/Council%20Period%2012/Total%20Breaches%20of%20Policy%2021f3921bc18e4cb1837315264ba160c3.md)
Report Score,Group Specific Scores,,,REPORT_SCORE,Marketing,,Completed,,,,,0.9,,No,,,,
