Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/412,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Completed,,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),,1,Late submission,No,1523906,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Completed,,,,,,,No,,
Report Score,Group Specific Scores,,,REPORT_SCORE,Marketing,,Completed,,,,,0.9,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md),,1,,No,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
Cost Score,"Group Specific Scores, Subscore",,,COST_SCORE,Distributors,,Completed,,,,,0.4,,No,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),,0,,No,,
Bounty Management Score,"Group Specific Scores, Subscore",,,BOUNTY_MANAGEMENT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#bounty_score,Completed,,,HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),,1,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/445,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),,0.8,On time,No,1608917,
Content Report,"Forum Post, Group Specific Scores",https://dao.joystream.org/#/forum/thread/449,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Data input - grading req,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,0.4,On time,No,1610555,
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Completed,,,Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md),,0,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),,1,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/409,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md),,1,On time,No,1520126,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Completed,,,Forum Score (Council%2015/Council%20Period%2015/Forum%20Score%20917d5235fbe94271bf334bd27df7262e.md),,0.747,,No,,"WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20df3d60e5e0374a38920ce5f8072fab82.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%20f39f2745545542548b9c52a60a69717a.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20a2283079dabb4c3bb0002aff294e3d6b.md), WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%20c02c5f0e5d774e3abc40a8e7b77e583c.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%2088f236f485d14d6da7750d1c64bce145.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20b3c4ee0f30f7419489c909a2b7626c86.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%205e54a2471cc9475ca01b83c95252bf3d.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%202613a2133a2e4b7692ab149de344b2f2.md)"
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20ef200c40829449628f014f7d2b5dff74.md),,1,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/405,,PLAN_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20581584cd10e945ebaebd068a1c79df31.md),,1,On time,No,1514923,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Completed,,,Forum Score (Council%2015/Council%20Period%2015/Forum%20Score%20917d5235fbe94271bf334bd27df7262e.md),,1,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20320634e5f5a048668af5d0d675507e40.md),,0,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Completed,,,HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md),,0.588,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%205e6e69ef2f6a4ed2936b7191139065fb.md), General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md)",,0.5,,No,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
Cost,"Grade, Group Specific Scores, Subscore",,,COST_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Completed,,,Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md),,1,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/438,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%206b3c5fae2ac0411782d52f7e8d32682a.md),,1,On time,No,1602739,
Migration Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,0,,No,,Total Breaches of Policy (Council%2015/Council%20Period%2015/Total%20Breaches%20of%20Policy%206bc7f213039943669edcc10fed8edd96.md)
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/402,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md),,1,On time,No,1506998,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Completed,,,,,0.784,,No,,"Builder Score (Council%2015/Council%20Period%2015/Builder%20Score%20aebe8f9e28764203a96bb8a568d786f5.md), Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md), Distributor Score (Council%2015/Council%20Period%2015/Distributor%20Score%205ac7a53a69964ecbbe889e7e65dfcc1f.md), Storage Score (Council%2015/Council%20Period%2015/Storage%20Score%20760ea13e9ae54d969779016f0bdb811b.md), HR Score (Council%2015/Council%20Period%2015/HR%20Score%20ee1623e1028742208dca69a4a7f71cd7.md), Council Period Summary (Council%2015/Council%20Period%2015/Council%20Period%20Summary%2038b30dec12a542e8931a946af19faf8e.md), Council Period Plan (Council%2015/Council%20Period%2015/Council%20Period%20Plan%20640007c5f9d247758e5bce48bffd1150.md), Lead Opportunities (Council%2015/Council%20Period%2015/Lead%20Opportunities%20e9bc4f8aba16401b8207c35536a7bb8c.md), Meeting score (Council%2015/Council%20Period%2015/Meeting%20score%20156a2a92c8424b469c246239223028dc.md)"
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,Distributor Score (Council%2015/Council%20Period%2015/Distributor%20Score%205ac7a53a69964ecbbe889e7e65dfcc1f.md),,0.85,,No,,"WG Period Plan (Council%2015/Council%20Period%2015/WG%20Period%20Plan%20a056c58763e144bfab3e7e9fe5ea286e.md), WG Summary (Council%2015/Council%20Period%2015/WG%20Summary%2043905be4f2c44153acec89d0fab73b23.md), WG Opportunities (Council%2015/Council%20Period%2015/WG%20Opportunities%20832e94afb556421a857437988509afbf.md), Opening Score (Council%2015/Council%20Period%2015/Opening%20Score%2019947476c5304445806456fedf25029e.md), Bounty Score (Council%2015/Council%20Period%2015/Bounty%20Score%20c8f80c683b1c4fb9a2cfa2701e113d95.md)"
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,0.667,,No,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2015/Council%20Period%2015/Content%20Score%202b8e279f4ef94e1aa9c4a60f3c903191.md),,,,No,,
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Completed,,,Network Performance Score (Council%2015/Council%20Period%2015/Network%20Performance%20Score%2065a72b4d8614419d98487f7ad30e8b17.md),,0.895,,No,,"General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%204a85dd59ca73468aa54f3b0820d3f7ad.md), Builders Report (Council%2015/Council%20Period%2015/Builders%20Report%207a7d3c779e6b4e93a2fe657e1ed688b0.md), Testing (Council%2015/Council%20Period%2015/Testing%20b7999fc8e4c345068b19f98bfbcef73a.md), Pioneer Development (Council%2015/Council%20Period%2015/Pioneer%20Development%20532005f1aed14173a9f6b1de0b73419b.md), General Development (Council%2015/Council%20Period%2015/General%20Development%20ec0156ef29a044ddaf0d6c05c074bfb6.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/444,,SUMMARY_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2015/Council%20Period%2015/General%20WG%20Score%20327cabeca9dd452ca395dd43965aedac.md),,1,On time,No,1608224,
