Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Submitted [Timestamp],Submitted [date/time],Subscores
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/308?post=696,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Data input - grading req,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2013/Council%20Period%2013/Distributor%20Score%2036f981fbcc494a1aaa3e1be2ebb7d4b5.md),,0.514,On time,No,1388261,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%2064a9fad469194a6eb58b86b8510ff9dc.md),,0,,No,,,,
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Completed,,,HR Score (Council%2013/Council%20Period%2013/HR%20Score%20d3f011568da9461aa8adf45e227fdbc4.md),,0.625,,No,,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e2b0036082964c1f95d9bf7662387a4f.md),,1,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=640,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20ffe15f7802404037b3af1b9425741817.md),,1,On time,No,1286042,,,
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,,,
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Completed,,,Network Performance Score (Council%2013/Council%20Period%2013/Network%20Performance%20Score%2051c2c52edebb4e12a90140beda41349a.md),,0.428,,No,,,,"General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e771b850fd0a4876a53b3a1d75b48c60.md), Content Report (Council%2013/Council%20Period%2013/Content%20Report%20e36c0c9da3fd4133828a492910566135.md), Featuring Score (Council%2013/Council%20Period%2013/Featuring%20Score%20f64ba701ab6a413e9d543a48e8a58e99.md), Moderation Score (Council%2013/Council%20Period%2013/Moderation%20Score%20f35a1cb86d584032be2379137a2ae28c.md), Logging does not occur (Council%2013/Council%20Period%2013/Logging%20does%20not%20occur%20a7e384e994fc4670922144d75018231f.md), Featured Content Unplayable (Council%2013/Council%20Period%2013/Featured%20Content%20Unplayable%2031c9d121e60241959f4b8e96ace0e0b9.md), Failure to apply moderation rules (Council%2013/Council%20Period%2013/Failure%20to%20apply%20moderation%20rules%200ef18ef425334a68a86a008a2d963360.md), Curation Testing Score (Council%2013/Council%20Period%2013/Curation%20Testing%20Score%2086becc51a70b40e5b0ecc99f1a911cfc.md)"
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Completed,,,HR Score (Council%2013/Council%20Period%2013/HR%20Score%20d3f011568da9461aa8adf45e227fdbc4.md),,1,,No,,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e771b850fd0a4876a53b3a1d75b48c60.md),,0.88,,No,,,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/339,,REPORT_SCORE,Forum,,Data input - grading req,,,Forum Score (Council%2013/Council%20Period%2013/Forum%20Score%200d5c447793484d61b4e3552801e5a339.md),,0.85,On time,No,1387426,,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Completed,,,Content Score (Council%2013/Council%20Period%2013/Content%20Score%20c264de5c24ac4e1eb1499e23ba0af73d.md),,,,No,,,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Completed,,,,,,,No,,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/329?post=678,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e771b850fd0a4876a53b3a1d75b48c60.md),,0.7,"Incomplete (Did not fulfill all requirements), On time",No,1360242,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,HR Score (Council%2013/Council%20Period%2013/HR%20Score%20d3f011568da9461aa8adf45e227fdbc4.md),,1,,No,,,,"WG Period Plan (Council%2013/Council%20Period%2013/WG%20Period%20Plan%20c0bc5beff94343b2978a8bae19b7ddd3.md), WG Summary (Council%2013/Council%20Period%2013/WG%20Summary%20155fbd7e9ccc40d3a9e05421921c0daa.md), WG Opportunities (Council%2013/Council%20Period%2013/WG%20Opportunities%205e27f00b860f4f7ab95620b5e58dd8c9.md), Opening Score (Council%2013/Council%20Period%2013/Opening%20Score%206a4f05328fd24be4bf09a604925d9c43.md), Bounty Score (Council%2013/Council%20Period%2013/Bounty%20Score%20403e4fae25e24fb28208096416e7db49.md)"
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Completed,,,Builder Score (Council%2013/Council%20Period%2013/Builder%20Score%204271b831b6884c638e69914cc1aa69c5.md),,0.85,,No,,,,"WG Period Plan (Council%2013/Council%20Period%2013/WG%20Period%20Plan%20b3411f6cfc5248a7a029d334a6b35ad5.md), WG Summary (Council%2013/Council%20Period%2013/WG%20Summary%20600c490bd74c40858d1dc40d717f121f.md), WG Opportunities (Council%2013/Council%20Period%2013/WG%20Opportunities%20d2cdbc21ad7344ac963304f21f48ce26.md), Opening Score (Council%2013/Council%20Period%2013/Opening%20Score%20510d1c30dff04aa6bd8b808517bbc0c0.md), Bounty Score (Council%2013/Council%20Period%2013/Bounty%20Score%20d2a568d1ec9a42ea9038f30d538ecbd5.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,,,0.25,,No,,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",https://dao.joystream.org/#/forum/thread/345,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e2b0036082964c1f95d9bf7662387a4f.md),,1,On time,No,1391625,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%2010ea71085e3f44ebb9436f7b2b3772ae.md), General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e32ff4d633854d3cbb0f3b75e1d5fab3.md)",,1,,No,,,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Storage,,Not Completed,,,,,0,,No,,,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",https://dao.joystream.org/#/forum/thread/346,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Completed,,,Storage Score (Council%2013/Council%20Period%2013/Storage%20Score%2011bb09839a654b49b106dd69c97846fb.md),,1,On time,No,1393738,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20ffe15f7802404037b3af1b9425741817.md),,1,,No,,,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Completed,,,,,0.713,,No,,,,"Builder Score (Council%2013/Council%20Period%2013/Builder%20Score%204271b831b6884c638e69914cc1aa69c5.md), Content Score (Council%2013/Council%20Period%2013/Content%20Score%20c264de5c24ac4e1eb1499e23ba0af73d.md), Distributor Score (Council%2013/Council%20Period%2013/Distributor%20Score%2036f981fbcc494a1aaa3e1be2ebb7d4b5.md), Storage Score (Council%2013/Council%20Period%2013/Storage%20Score%2011bb09839a654b49b106dd69c97846fb.md), HR Score (Council%2013/Council%20Period%2013/HR%20Score%20d3f011568da9461aa8adf45e227fdbc4.md), Council Period Summary (Council%2013/Council%20Period%2013/Council%20Period%20Summary%20eac788da97124b4690ce83f9c830ff28.md), Council Period Plan (Council%2013/Council%20Period%2013/Council%20Period%20Plan%208de04909f0ba468397a16ba494df041e.md), Lead Opportunities (Council%2013/Council%20Period%2013/Lead%20Opportunities%201c89a0a98ca04f54acd422e0f043ee13.md), Meeting score (Council%2013/Council%20Period%2013/Meeting%20score%200bb35b4d24bf4a998f2c0289ae29c80a.md)"
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Completed,,,Content Score (Council%2013/Council%20Period%2013/Content%20Score%20c264de5c24ac4e1eb1499e23ba0af73d.md),,,,No,,,,
HR Score,"Composite Grade, Master Score",,,HR_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,Completed,,,Network Performance Score (Council%2013/Council%20Period%2013/Network%20Performance%20Score%2051c2c52edebb4e12a90140beda41349a.md),,0.87,,No,,,,"General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20d92b2286d608415dbc8dd29cf92788fa.md), HR Report (Council%2013/Council%20Period%2013/HR%20Report%20d9743dfe4bcc4c7bb09f17bf76878430.md), Response Time (Council%2013/Council%20Period%2013/Response%20Time%20084c2565c14645cf96ce3f5e9b2adcae.md), Person Logging Score (Council%2013/Council%20Period%2013/Person%20Logging%20Score%20773f684b58e44e2f8ee0918dc6272249.md), Interaction Logging Score (Council%2013/Council%20Period%2013/Interaction%20Logging%20Score%207a800978ad264f51963228d3d827ea48.md), Bounty Management Score (Council%2013/Council%20Period%2013/Bounty%20Management%20Score%20656f6236b72b4a68bd8b6f64d4446328.md)"
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Completed,,,,,0.3,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/313,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20d92b2286d608415dbc8dd29cf92788fa.md),,1,Late submission,No,1307814,,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Completed,,,,,0,,No,,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,Content Score (Council%2013/Council%20Period%2013/Content%20Score%20c264de5c24ac4e1eb1499e23ba0af73d.md),,0.676,,No,,,,"WG Opportunities (Council%2013/Council%20Period%2013/WG%20Opportunities%2097547937408349cab90ce719838c80b4.md), WG Summary (Council%2013/Council%20Period%2013/WG%20Summary%20aba2bf71530948d8843b41c05ffc4671.md), WG Period Plan (Council%2013/Council%20Period%2013/WG%20Period%20Plan%209fc7a693b13047b2ba3a38d67f18b399.md), Opening Score (Council%2013/Council%20Period%2013/Opening%20Score%20fa1e5536f519416d8e83c1a68b89c21c.md), Bounty Score (Council%2013/Council%20Period%2013/Bounty%20Score%208171afd6bd8c43329fa4f9d0e4f93d81.md)"
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e2b0036082964c1f95d9bf7662387a4f.md),,0,,No,,,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%2010ea71085e3f44ebb9436f7b2b3772ae.md), General WG Score (Council%2013/Council%20Period%2013/General%20WG%20Score%20e32ff4d633854d3cbb0f3b75e1d5fab3.md)",,0,,No,,,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,,,
Unwarranted deletion,Catastrophic Errors,,,,Forum,,Not Completed,,,,,,,No,,,,
Report Score,Group Specific Scores,https://dao.joystream.org/#/forum/thread/333,,REPORT_SCORE,Marketing,,Completed,,,,,0.8,,No,1384673,,,
