"﻿""Name""",Address,Date,Discord,DiscordId,Quest,ReviewDate,ReviewedById,Reward,Status,Twitter,answer
trevorphilipse,13EErM8GZqNPZKY5ZWM8tvnRrPccQYNBrTVchRPBLVEmzY4Q,"February 18, 2023",putler#5896,1037035245943398400,Tweet about us,,,83 XP,success,Sergj964622731,https://twitter.com/Sergj964622731/status/1626647206361985029
torry,j4SxSy8p4fYq6RvauAoVN77WKY3BKhoZy46vn6y536USjU5a8,"February 18, 2023",Datestorm#0013,1012122470309957800,Tweet about us,,,83 XP,success,vpirogogv,https://twitter.com/vpirogogv/status/1626967093580120065
0x39D8…B14b,5DkTwFDyUVrBVmEveFeLwWvwLyWSyoQjvmu8qLgcngJCPUBZ,"February 17, 2023",BettyAdamsSV#8781,1042864032555729000,Tweet about us,,,83 XP,success,KishaOlson44,https://twitter.com/KishaOlson44/status/1626263823542788096?s=20
TronMeta,5E25NkPCj7kXJgM1m64WuwK7he1THRoxR5eT4HqCYCBGZMpW,"February 18, 2023",TronMeta#0100,957531862274810000,Tweet about us,,,83 XP,success,netomiru1976,https://twitter.com/netomiru1976/status/1626817167672090624?s=20
minys70,12nTvqy48UqneGJP28SYQYFhs6DD5ZG2J1MPcakadMs4CswS,"February 18, 2023",minys70#3173,927144551297192000,Tweet about us,,,83 XP,success,kij_zuravs,https://twitter.com/kij_zuravs/status/1626678708307218450?s=20
Gugelanen,5GQr2pDFZjnzDfgw26M59QqjzyYkcfprvv7AKxvemCWiS7fp,"February 19, 2023",ᶉ⋒Ńěḿ凡ηě#4348,1018108411734393000,Tweet about us,,,83 XP,success,abdou32230683,https://twitter.com/abdou32230683/status/1627023143578599424
0x46…c9cf,퐁야#8039,"February 19, 2023",퐁야#8039,978571500313534500,Tweet about us,,,83 XP,success,erosam3321,https://twitter.com/erosam3321/status/1627208699893932037?s=20
0x3b39…b36d,dmyQxcpBt1XEWiD8Jaax4spWv9KtdU5XhTco2SXtZ9ejDdEcQ,"February 19, 2023",riam#2146,947305869492777000,Tweet about us,,,83 XP,success,sindodorlim,https://twitter.com/sindodorlim/status/1627160157418557446?s=20
Geah3,5FyWrzBeejTDLoy3d7rMpM4vwz6SM1BAZxfjpkEiojgyDyb1,"February 19, 2023",Ferrtdon#0928,885126870524391400,Tweet about us,,,83 XP,success,TafadzwaKabote,https://twitter.com/TafadzwaKabote/status/1627028728881598466
blesport,5FqZK2T33MdX96GWPtbJSNHKHsiBaGfrDsVzwrTz9EsVujd3,"February 18, 2023",blesport#9714,907350610637119500,Tweet about us,,,83 XP,success,Nov1en,https://twitter.com/Nov1en/status/1626643851954778113
crypto-falcon,1HyVgCAHnAqBqapfUS3fqEchUsdhkQwx5x16nsAwF3s1cNh,"January 13, 2023",denya#4691,820698485929672700,Tweet about us,,,10 XP,success,DenyaVs,https://twitter.com/DenyaVs/status/1613880992288198659?s=20&t=BGDPxKET4obNfwiwqRP21g
hrymu,5DSG9jpnsPjZ8USkCo1QaqKNqWFYShmC67DBUTdB77wLWAzM,"February 18, 2023",hrymu#4671,953968617903509500,Tweet about us,,,83 XP,success,Saygin03764666,https://twitter.com/Saygin03764666/status/1626629208876122117?s=20
0xf629…b729,5DPVZqhyyc2h89zK6pogxw8zJZXckNkmdvcsht9CgSGpq8Q8,"February 18, 2023",legioncaption#9647,1029128627314495600,Tweet about us,,,83 XP,success,AmonMuhumuza4,https://twitter.com/AmonMuhumuza4/status/1626837334678458368?s=20
shrekzel,5CUJvkz5bdruqznXKSuyr2nSvEZviT6vvYwKxo8ASFc2RjXp,"February 18, 2023",shrekzel#6516,956159254920851600,Tweet about us,,,83 XP,success,heritier_r,https://twitter.com/heritier_r/status/1626925664380100610?s=20
Руслан Хисамов,5FeeAzaetsmezQicFgUbP3hAUpJtkkAoHCPkVWu6uBygiKUF,"February 18, 2023",Руслан Хисамов#6840,904829285230071800,Tweet about us,,,83 XP,success,RuslanKhisamovR,https://twitter.com/RuslanKhisamovR/status/1626941008091967489?s=20
Corgi,16SxYHeCzHjidL1m4BAZtQZjYLbECKKsQS7aakjfS1rCu32j,"February 19, 2023",agay#2008,786978873602080800,Tweet about us,,,83 XP,success,Satria18193040,https://twitter.com/Satria18193040/status/1627214482413068288?s=20
xzklozx,5DhQ1DpNDQU1aza8uT2ei7CE6TDhFKfPADq7APxuAJMuZWG1,"February 18, 2023",xzklozx#2741,957155852127699000,Tweet about us,,,83 XP,success,pinchira1989,https://twitter.com/pinchira1989/status/1626670698709000197?s=20
Ilya_SM,dmxfVH2uqFsR1vkKza5bcnQWoJ4UD9XLTS831KrTXQKYAEPUj,"February 18, 2023",ilya_sm#2050,876125864188866600,Tweet about us,,,83 XP,success,Ilya_Smiyukha,https://twitter.com/Ilya_Smiyukha/status/1626622726558388224?s=20
tanya2022,5FZBFCDdzyghbzD8WohsRwm5u1G4c32DE7X4E5wDtbuQhpMU,"February 18, 2023",tanya2022#2713,953971650947338200,Tweet about us,,,83 XP,success,BenanKaradal,https://twitter.com/BenanKaradal/status/1626629978786758662?s=20
eclipsingbinary,5CDCqEbzTiyxpaNGEK7M7wzEvwrjY6rQpM2Np5zm2nFPEVfj,"February 15, 2023",Eclipsingbinary#7338,600781995811012600,Tweet about us,,,83 XP,success,EclipsingB,https://twitter.com/EclipsingB/status/1625824503044485120?s=20
TSmiyukha,5G8uZ2DiYBgxfpKB3BzXL9MrQ1o5ybryQbXyayg2nFM3d4LU,"February 18, 2023",TatyanaSm#0814,995648385241600100,Tweet about us,,,83 XP,success,TSmiyukha,https://twitter.com/TSmiyukha/status/1626903217828143106?s=20
0x7cd8…7a1c,5CzJhCSjb4Rsavvzvv54jJ18DR3kT9t2NoWvMtTrDwrJvXEd,"February 17, 2023",Mr_White#7314,895246017035894800,Tweet about us,,,83 XP,success,Mr_White_85,https://twitter.com/Mr_White_85/status/1626506282659110912?s=20
Сергей Фирцович,1dgmfrqLiwsNnkkfeh22CCASLqPmxkS6LETWNjzswM2CG2D,"February 18, 2023",SergeyFirtsovich#4837,989629270685007900,Tweet about us,,,83 XP,success,S_Firtsovych,https://twitter.com/S_Firtsovych/status/1626657657724588034?s=20
kubvil,5CJpffqrps2G3sHupP883aBfyRxDXX9G3WkVapdSDa9my323,"February 16, 2023",kubvil#4326,448802610632458240,Tweet about us,,,83 XP,success,kubvil551,https://twitter.com/kubvil551/status/1626222471765524480
마가린가자,15XnNMLYydwEGHZrersVbjaVDcjWxKg49VPcS1FWFC3tPzHX,"February 18, 2023",마가린가자#2666,890987279764574200,Tweet about us,,,83 XP,success,loveciel25,https://twitter.com/loveciel25/status/1626853287550156803?s=20
dimasik999/BuckeyStarkey,12mmCurUiozcEL1bKYdpK41Hj9EEGzMPssceDhwgANddNv16,"February 19, 2023",dmytro.evmos#1303,812744265053896800,Tweet about us,,,83 XP,success,IKEA_SW,https://twitter.com/IKEA_SW/status/1626976990950486016
badan,15M68RTKCG2TqR7a9bspz6231SaH5GuaRREsWVeM32jvNzPe,"February 18, 2023",badan#3465,784048127828164600,Tweet about us,,,83 XP,success,Bogdan18104,https://twitter.com/Bogdan18104/status/1626637194893852697?s=20
"Polkan ",16iHg6VHnMezAQDtQmu7geivVB9pQzhPRPs94E5pcibw4SST,"February 17, 2023",alexei#8076,835274196836679800,Tweet about us,,,83 XP,success,alexey_shot,https://twitter.com/alexey_shot/status/1626606469071134720?s=20
Sergey Hobotob,5Fvr1mBHdBoqNn4Wz6TcuD28CdSviPRksjvGFD7EuzwfpuBq,"February 19, 2023",Sergey Hobotob#4587,887912336634028000,Tweet about us,,,83 XP,success,hobotob,https://twitter.com/hobotob/status/1626993233661157378?t=4HwU15YJC8zhxEChnm9YnA&s=19
makonak,5CA2BKrzGU1rj9g3uaPoDc2JrBojVedFA4JASVdbDvUg9EDA,"February 18, 2023",makonak#8703,606212004293771300,Tweet about us,,,83 XP,success,LenivayaL,https://twitter.com/LenivayaL/status/1626627135849787392
mars03,5FhNBwaTrWpoqmPXxFd73ayy3S7jXYiNKN3JVEB9VyDzx7rJ,"February 18, 2023",mars03#7501,432987670357082100,Tweet about us,,,83 XP,success,marsel_iks,https://twitter.com/marsel_iks/status/1626644177063710731?s=20
Fedor1,5GuKigNoCuf6YoXwTDPs4NTMePGwXLVrqVZk1pCXWVvdWAUR,"February 18, 2023",Fedor#9304,954402746344300500,Tweet about us,,,83 XP,success,bossdrifapis197,https://twitter.com/bossdrifapis197/status/1626639776798449669?s=20
Valey13,1npGxWqUCggd8gb84Ut8c5yL36yr2R3u57BH61eKxpqs2nu,"February 17, 2023",Valey13#4230,932294119043256400,Tweet about us,,,83 XP,success,Valey_13,https://twitter.com/Valey_13/status/1626560174851776512?s=20
mrjw,1hEWfH4Y5PQqeTtPymnfSQg5B2E3jTc3mpjZcZrukYrfHnA,"February 16, 2023",mrjw777#8379,889077598167138300,Tweet about us,,,83 XP,success,mrjw707,https://twitter.com/mrjw707/status/1626167267288309760?s=20
Olesya1994,5FKfh17GUyxKNL4pLtvnSbf7ycFhmApGvRyComL4Nh2ByXpK,"February 18, 2023",Olesya1994#3221,957523675345723400,Tweet about us,,,83 XP,success,penkei1983,https://twitter.com/penkei1983/status/1626827653167849474?s=20
Yuri.S,14QiXenGXD1gEQTixX4SasDFNTawZVZhrMCV8yxXX5rY16nB,"February 14, 2023",Yuri.S Bay Swap#0972,930038330178015200,Tweet about us,,,83 XP,success,YuriS91303939,https://twitter.com/YuriS91303939/status/1625228038202859544
TashaC,14r3WKk5XxMoMiTnBdgaWcgEJXXZ6eq6eU1m7mvGACKiaz82,"February 19, 2023",TashaC#4677,1039977794307887100,Tweet about us,,,83 XP,success,TashaCannn,https://twitter.com/TashaCannn/status/1627018935391465472
Katere,5CcJPsYZXp3ZF7SViq5tSQ95mGkQbVoW9o3CXDhfx7pRBqd3,"February 18, 2023",katere#7990,1007657218948210800,Tweet about us,,,83 XP,success,,https://twitter.com/faqkdd/status/1626628362406854665?s=46&t=dhwY0tpkYNQ-XybTXXe3ag
shko4893,5DHhosBW3vDkXN3URhR1BtvtHnFMSDUAneSpf7DGfB74PyY5,"February 18, 2023",초크새#3670,1032365855499108500,Tweet about us,,,83 XP,success,shko4893,https://twitter.com/shko4893/status/1626928953876447234
danikK,5DCpLthGCzNooeEZn4L3yqDstRF57DfAdYKxcnBxSs7zimE7,"February 18, 2023",danikK#9624,954405943683211300,Tweet about us,,,83 XP,success,BorretCarter,https://twitter.com/BorretCarter/status/1626905888811364352?s=20
oshbabo,15PtJLvN3NYSXMHGyDspYbGcJbM2wfFtpRvSJZbqohFu5uDY,"February 18, 2023",oshbabo#3556,785109480882438100,Tweet about us,,,83 XP,success,oshbabo,https://twitter.com/oshbabo/status/1626793800281767937?s=20
JeanM,13McjmFqqncLteoKQ2GMUHaQWvHPqQxqtZMHgPsdSFkwNowy,"February 19, 2023",JeanM#2431,1039976354575298600,Tweet about us,,,83 XP,success,JoanMarss,https://twitter.com/JoanMarss/status/1627018442736820225
감자#2832,141AqZpNWjj6gXVGW1FB2oJ3KpTzYppMiNQQ4SC7EXtKa6XJ,"February 18, 2023",Gamja#2832,294353552057303040,Tweet about us,,,83 XP,success,songhalam16,https://twitter.com/songhalam16/status/1626812531263275008
Celan5,5CoqsWBFdaDBcJh4W8AUUXoXWHR6xfgNJz5BKwmmAf2GBT5a,"February 19, 2023",Mntogo#0029,884054106560426000,Tweet about us,,,83 XP,success,MafoSegui,https://twitter.com/MafoSegui/status/1627024473047109633
0xa203…4e17,5GWJh8k9GBryuZAbMvkeWDLb6ZToTdHfUyuTaKwy25t8Hjuv,"February 18, 2023",porscheannette#3825,1029120500208779300,Tweet about us,,,83 XP,success,Rubiel72840830,https://twitter.com/Rubiel72840830/status/1626839902360059905?s=20
alinasisi,5F6d2EmyQsAc5hSWw11BcdcjYPxbcfmyXpwJtKH643brZJH8,"February 18, 2023",alinasisi#3964,876863451031552000,Tweet about us,,,83 XP,success,AlVo99021482,https://twitter.com/AlVo99021482/status/1626677121526673408?s=20
wazirr15,155RV9rxrJh2oPZAub3NNzhaKWGMeXTrbhszSE47rDfEpski,"February 18, 2023",wazirr15#1839,882292654610718700,Tweet about us,,,83 XP,success,wazirr155,https://twitter.com/wazirr155/status/1626787913622228992?s=20
waleron,5HHYuzL7WcDi9J34Zd88cuZhv4szDJ3j4brsrTamPzPkQdnN,"February 18, 2023",waleron#5817,957536718473547800,Tweet about us,,,83 XP,success,zurinaka1975,https://twitter.com/zurinaka1975/status/1626823168337010688?s=20
0xB0…2c5d,5DaPWevyURejLRYgo23yCkeyCWVBxNabqWsFJyoutpSPmzh2,"February 18, 2023",Solonrah#4701,1052963600542732400,Tweet about us,,,83 XP,success,7rxR1NwIyvKbgNi,https://twitter.com/7rxR1NwIyvKbgNi/status/1626967722184568833
DronPelya,12Gi6re34vtkQ2PRW8bM3w6gwDz8XtpzN1afgZxzp4W3kgYg,"February 19, 2023",Dron#7236,812975312560193500,Tweet about us,,,83 XP,success,Lunar_Crank,https://twitter.com/Lunar_Crank/status/1627232038519558146?s=20
ShakhoVD,5EFg12vJUJx3wqxUbRaU7fQiwvTBpenvSnDXZ9ddibQCR9up,"February 17, 2023",ShakhoVD#8738,523508911123202050,Tweet about us,,,83 XP,success,Shadmitrij,https://twitter.com/shadmitrij/status/1626562397258321923?s=46&t=N_PAghXfx0Iet1lTACX2wA
0x02cc…bc06,5GLH4BpEKoVaNoApjGfQfkc8WnB3Dvj7kbMdB4LSLnzN17tb,"February 18, 2023",Sandrav#5274,981901425690964000,Tweet about us,,,83 XP,success,BrandtNathanael,https://twitter.com/BrandtNathanael/status/1626902176407896065?s=20
whosssappa,5F6UUMXMjPf34CuJS75rzRHBDw19rq6Brc5bfUjH8W84aWBv,"February 18, 2023",whosssappa#9307,198082886019055600,Tweet about us,,,83 XP,success,SappaDima,https://twitter.com/SappaDima/status/1626640258325422080?s=20
mizuco,5EZY1ifywH9Qm9ofLEMiGRuKXLzzrAdSsVVLEp4maTnXymut,"February 18, 2023",cypress77#7276,917915594051965000,Tweet about us,,,83 XP,success,KiKim87403794,https://twitter.com/KiKim87403794/status/1626725469688061952?s=20
ohkhun,12xS5ivdze5J5f6TYBVkEnsYQTi18y1QWDRu1bxyP3TpPmys,"February 18, 2023",jin#0427,868347553337466900,Tweet about us,,,83 XP,success,OHKHUN,https://twitter.com/ohkhun/status/1626965132554436608?s=46&t=KikwY1VM_NmZUq0AV1lf0w
aleksa,5EeG3MHVDjrjeDgJHrSJjH4Ko6MJh97hwNLnhxrSBzdYJ2JR,"February 18, 2023",aleksa#1213,953946319532212200,Tweet about us,,,83 XP,success,liliankam,https://twitter.com/liliankam/status/1626621109230612481?s=20
sexi.men.,5ELNmbhgEx6HSZcadbnrkKkkKS1YyQFXRopNnMCre5czn95h,"February 18, 2023",sexi.men.#7571,958749473033564300,Tweet about us,,,83 XP,success,amarante_nadia,https://twitter.com/amarante_nadia/status/1626939155090444288?s=20
z-zafar,5HKWg3NGttpzcmnYRbn9xvDKczeEKAZs2UEkESQoMyAgSMdL,"February 18, 2023",z-zafar#7831,959033272225108100,Tweet about us,,,83 XP,success,GanboaAlex,https://twitter.com/GanboaAlex/status/1626941280436584450?s=20
0x70a1…f2b5,5DHYiNYB9Jtvv2DCUMB5TNeAJD3w6d73ZqqyPym287jZcr6Y,"February 18, 2023",samsy4-)#2948,959082335972753500,Tweet about us,,,83 XP,success,asikisokero,https://twitter.com/asikisokero/status/1626955390914101248?s=20
0x9fc7…caeb,5G9pAESqPsGogJmdYfAhzaTQw4cABQcHjiRYnGbfJx1NaZhN,"February 18, 2023",gsaoptimizations#0686,1029170519557288100,Tweet about us,,,83 XP,success,Josueleturia15,https://twitter.com/Josueleturia15/status/1626850424811851777?s=20
0x4573…6708,5E9g3etvXoNfs7HQhbeRSkWDBBPr3rWzght9w95Vyb7aQCQd,"February 18, 2023",Badang#7605,522051127655530560,Tweet about us,,,83 XP,success,Livinginaprayer,https://twitter.com/Livinginaprayer/status/1626908397076619265?s=20
Nassd,166UK8EmYJDXzLrHaDzjGg5FyGU92hKqRbPPk46zXBWA1NGF,"February 18, 2023",Nassd#0608,907140544180936700,Tweet about us,,,83 XP,success,BannyLaid,https://twitter.com/BannyLaid/status/1626637257007300620?s=20
Nieerdiase,5GdnpQDyPqXreKZ31r3kBxpzesdBoTfRcRYmRR7MLiU27gY4,"February 19, 2023",Kamiaander#0155,885078098482167800,Tweet about us,,,83 XP,success,Stephan92541889,https://twitter.com/Stephan92541889/status/1627027987798413313
Argos,12BgETLhTgdpHNe8dDidzfzNbEP8MjpKMnhkejp15obnMEnf,"February 18, 2023",Argos#5028,410587124782465000,Tweet about us,,,83 XP,success,ArgosShift,https://twitter.com/ArgosShift/status/1626675226854449154?s=20
Razorfane,0x466322Cfa5B3D18734aC4D8A55a7A12F08160fa4,"February 18, 2023",Razorfane#2927,309983559207223300,Tweet about us,,,83 XP,success,CaptainShelton,https://twitter.com/CaptainShelton/status/1626781654713769986?s=20
0xa14e…625e,5FNemK9DEaAdRSvh44p5LCqgeJ3NKPT5YabH9BjcPAfsqUjg,"February 18, 2023",dbrdbs6789#1968,963726597368729600,Tweet about us,,,83 XP,success,dbrdbs,https://twitter.com/dbrdbs/status/1626747367751057410?s=20
zofldj345,5E9tQHcxXc7BaPCHRs9GrX5RbXEKF1QNbAhmvoR7GVbpW6fm,"February 18, 2023",mamo97#1269,883300514719227900,Tweet about us,,,83 XP,success,KR9SAEospS0Vgin,https://twitter.com/KR9SAEospS0Vgin/status/1626745942677557249?s=20
Gorika,5CnxXn7tZhQonjX5mqvUCJBRiQNA8cHszhgKrxdpgPvjxWgH,"February 18, 2023",Gorika#2877,954381933192810500,Tweet about us,,,83 XP,success,rolmadegod1972,https://twitter.com/rolmadegod1972/status/1626638438144348179?s=20
vvvvv.,5FRwW7N7aRW8dQ1HVeGAypXWoNacGWCEyvin8heEUeXzUbcb,"February 17, 2023",vvvvv.#4930,540465325649428500,Tweet about us,,,83 XP,success,vvvvv_crpt,https://twitter.com/vvvvv_crpt/status/1626583701181337604?s=20
Kenly,5CSq7FZP6QECE99wEHKWmZsH5MkbAhgxfrtf4soiqFkJFPu5,"February 16, 2023",Kenly#0487,918826422884253700,Tweet about us,,,83 XP,success,kenly_fan,https://twitter.com/kenly_fan/status/1626137277033328642?s=20
Vova_na,5FYqBo8mPEznvNNj7ckg6PxYKa9mb5n1XFKN76jJrPPoqsqB,"February 18, 2023",Vova_na#0165,889773936865312800,Tweet about us,,,83 XP,success,teacherVVN,https://twitter.com/teacherVVN/status/1626835992232579072?s=20
KarenNelsonSV,5CrZoWFDrxUQAEk68yXKQjxZRpupcaFhpGanUX9y3SdmgRCL,"February 17, 2023",KarenNelsonSV#8112,1029067187878645900,Tweet about us,,,83 XP,success,Ramawy25,https://twitter.com/Ramawy25/status/1626572479723458562
Kauman,5D5ddsNm8zEoS7Q1xU6YWdRcbxYqZvwEovaZ7vPfBDKpgiSp,"February 18, 2023",Kauman#4570,305291643907735550,Tweet about us,,,83 XP,success,kauman0,https://twitter.com/kauman0/status/1626742120454279170
Bigbrain,1LSSK3HwnBSFUS8msY7amQMz6GMwzCn2PBvaZWqTgjojjFf,"February 17, 2023",Bigbrain#4046,395850030302363650,Tweet about us,,,83 XP,success,Dmitriy93764301,https://twitter.com/Dmitriy93764301/status/1626593536320888843?s=20
georgy2,5G9KbD8kk4uqfpn7uJSj8fQzxkGeoks3cEdu3cv4Mr9KvD3b,"February 18, 2023",georgy#8596,957509810843164800,Tweet about us,,,83 XP,success,nukemusu1976,https://twitter.com/nukemusu1976/status/1626822036856385538?s=20
GTNZ,14TAvsey6cegTRQ418fF5Q7pA2EEnqi3ePpebra9ikMRbeg9,"December 1, 2023",Andrii#7317,828353625034063900,Tweet about us,,,10 XP,success,ndrii91950587,https://twitter.com/ndrii91950587/status/1613544496339509250?s=20&t=K5YdcTbNiX-9q7xFPY1d4g
morozovya,5Dz4UHm7EBMCZEnNdsNazAvcMUNioyDcDpzMoR1dXrQ4avnX,"February 18, 2023",morozovya#8715,954402602630656000,Tweet about us,,,83 XP,success,MilesAmbie,https://twitter.com/MilesAmbie/status/1626897354463780864?s=20
LoserChang,1cJkgHHBCCPB3FjRioxcVoEycPvpqgr1N4PF6r2b9EGcs2i,"February 18, 2023",SolNFTer#7537,875177628590547100,Tweet about us,,,83 XP,success,SolNFTer,https://twitter.com/SolNFTer/status/1626766736224849926?s=20
minxddx,5EqhCVUn57AwCcYjB1SfBWgtNAZuaBmwXLZo2BwQtBPmY2Qx,"February 18, 2023",MINCHEOL#1737,347337448130478100,Tweet about us,,,83 XP,success,minxddx,https://twitter.com/minxddx/status/1626780201450610688?s=20
0xadff…a1ee,13K349wALe4C25zf7NnC59t4zvXjv2EzeQGPaSZvqi4ti9oo,"February 18, 2023",Dima71#6483,853173166204649500,Tweet about us,,,83 XP,success,Dmitry75911533,https://twitter.com/Dmitry75911533/status/1626900222155554816?t=7j-rrSAjorie3T7fj5bSqg&s=19
Fierce11,1634bjBtAz64qx6sfxTjVSL5gubWnXMBw5FWTosWvGScgbmj,"February 15, 2023",Fierce Zhenya#8835,699602040568938500,Tweet about us,,,83 XP,success,Radare13Radare,https://twitter.com/Radare13Radare/status/1625529680102055936
igorsay,14ArRmsC59u8xSQqQ5VehJFBkBc4twMGitp7kg4THcHNkNM,"February 18, 2023",igorsay#3377,960255053460045800,Tweet about us,,,83 XP,success,floorstage,https://twitter.com/floorstage/status/1626644017332068353
zhyk,5EZzp5NgmMMnEDqj3KFHTg8GC965g9UL78rUQo7oiNbwyziQ,"February 18, 2023",zhyk#1793,954376390969524200,Tweet about us,,,83 XP,success,nathanmbuebue,https://twitter.com/nathanmbuebue/status/1626888386047868929?s=20
haossut,14rVTwBxDcJwDpfXxyPWdLgXuLvZnncq6XfLuqPFN9PDaNaX,"February 16, 2023",.dot#4015,824638975850578000,Tweet about us,,,83 XP,success,Haoss_ut,https://twitter.com/Haoss_ut/status/1626167109288951811
0x71b8…f192,121daFZbFrro7iN6MGfwLHGdBRHSnBQn4JXq7tXcRQFAE2cd,"February 19, 2023",bluetwc#7698,894354115277250600,Tweet about us,,,83 XP,success,bluetwc,https://twitter.com/bluetwc/status/1627137708798926848?s=20
Vierphia,5H8vbew96zdfRjbLHTmcT6r86V7AHq7SRYCCQFVeoftnvBqV,"February 19, 2023",Limnthan#2756,884800892476489700,Tweet about us,,,83 XP,success,JoaoCar73504650,https://twitter.com/JoaoCar73504650/status/1627026992737443841
omey95,5EFZHhERSFyu7T2jCHW6vYMXLWRgBfm5LiE8f251MfwX5c1d,"February 18, 2023",omey95#5585,955452164518604800,Tweet about us,,,83 XP,success,DFelistil,https://twitter.com/DFelistil/status/1626923983542050817?s=20
뀨앙이,165wx9YsmQxzBsmiVfHmCpB8VuooJugm8KpZ8EdF2gMUTPQE,"February 18, 2023",dodol1101#9722,870492437381005400,Tweet about us,,,83 XP,success,tpals1234567,https://twitter.com/tpals1234567/status/1626755994931040256
0xfC…2fF4,songsong#0932,"February 19, 2023",songsong#0932,392304188274769900,Tweet about us,,,83 XP,success,isam_yeong,https://twitter.com/isam_yeong/status/1627195828959080450?s=20
Niriel,5EyTW6SzUtkG9gkcQTjPcU48i5f2dTpraweq81RWbwxUPjj4,"February 19, 2023",nbvccfh - Divine Assembly#8621,892388199618453600,Tweet about us,,,83 XP,success,AwalDermane,https://twitter.com/AwalDermane/status/1627022605898158081
Islam Karaev,12e9b7NXgsbK6UGFVunnLPTbiDrRDPpyVsxHaA8MLo3sMZ9U,"February 19, 2023",IslamKaraev#6845,1039903934153760800,Tweet about us,,,83 XP,success,IslamKaraevv,https://twitter.com/IslamKaraevv/status/1627014327151493121
Vitos_9,12jrubvmBsxdodf9xY1c3dn45j8kNKdAHvvvyzn8P4NFn5Kq,"February 17, 2023",vgroznyx93 | Sui Global#3116,510622689090863100,Tweet about us,,,83 XP,success,vitos_9,https://twitter.com/vitos_9/status/1626587280310935556?s=20
r8- my dream,5Cw6HxotWearoVvvRashQYd5utP1vkVZrWrLXFtTCTKVdXNm,"February 18, 2023",r8- my dream#9132,959076416828350500,Tweet about us,,,83 XP,success,n_lyayo,https://twitter.com/n_lyayo/status/1626953035409661952?s=20
Unfairness,5CGBNFFLjD9XqmPGroxWNdFQArH2zqtpWpqjTFCNfgLqy1PX,"February 19, 2023",Unfairness#9478,312933305035128800,Tweet about us,,,83 XP,success,Unfairness74,https://twitter.com/Unfairness74/status/1627137289188175872
Shantifanti,12chRWDCpWdUkagjC3PzxrNzq3yczpG9aK8G9mvcNVERZ3ge,"February 18, 2023",shantifanti#4992,1033017560972664800,Tweet about us,,,83 XP,success,vaceslav_mamay,https://twitter.com/vaceslav_mamay/status/1626642196949569538?s=20
Cayman,5HQXSHbRgAi84fAD44RH2nnGCLuUSQbuBAohQFYRczbcBRcB,"February 18, 2023",Cayman#0962,923514241355513900,Tweet about us,,,83 XP,success,rusyaski,https://twitter.com/rusyaski/status/1626659578044637194?s=20
MishaSER,j4WVWfYNLy6Heodiomk6DsRxBYAyQXefQ4xmrLRz1iPQRVhRG,"February 18, 2023",MishaSER#1639,404647514776535040,Tweet about us,,,83 XP,success,TheXataM,https://twitter.com/TheXataM/status/1626909987690749952
0xc6…f830,슈마리#1725,"February 19, 2023",슈마리#1725,1002982844446027800,Tweet about us,,,83 XP,success,youngstory119,https://twitter.com/youngstory119/status/1627203562102226945?s=20
linkinpk,5G4nFgC6QvhX9FFSLGnVkL3Dv1xnAzYKvMS4pUKuujcGbZy1,"February 18, 2023",linkinpk#4146,959089707457843200,Tweet about us,,,83 XP,success,bomponde,https://twitter.com/bomponde/status/1626957312391872512?s=20
iGor2208,5GEuV97dQ8ZzarvrXqHm85mqbAgRbMZnHSM5oicRYuWTgJZX,"February 17, 2023",iGor2208#3755,908054321097216000,Tweet about us,,,83 XP,success,Ygor_Polischuck,https://twitter.com/Ygor_Polischuck/status/1626562346435870720
minkay212,,"February 18, 2023",minkay212#6874,876467827853377500,Tweet about us,,,83 XP,success,minkay212,https://twitter.com/minkay212/status/1626974236224143360?s=20
PenguinPotion26,0xe629F2cFF6F94a46938b83bE1B67Df11D416e5F9,"February 18, 2023",펭귄물약 | LN(링크단)#4291,310833393845796860,Tweet about us,,,83 XP,success,PenguinPotion26,https://twitter.com/PenguinPotion26/status/1626830940076113921?s=20
Gektor1,5EfLs14MbeSRgpn94Sx1or8FxH3YjBa1C7YnY98fLNaaF2gp,"February 18, 2023",Gektor#9179,954420523310411900,Tweet about us,,,83 XP,success,SatishV73999251,https://twitter.com/SatishV73999251/status/1626894941828837376?s=20
politol10,13tyMpF153DZujzfgnSiKMh1kwc3VMRMJN8EhhY1stjpPPAb,"February 19, 2023",politol10#0260,827973465281658900,Tweet about us,,,83 XP,success,politol10,https://twitter.com/politol10/status/1627078324341309440?s=20
curitol,5F9RiGY56B6kFLHonzPC2CnTrpbHb7uzskNzoQHb2e73bQKS,"February 18, 2023",sbarkonni#8087,402382104673124350,Tweet about us,,,83 XP,success,sambarkonni,https://twitter.com/sambarkonni/status/1626821852730359808
Dayshell,13k6wJpAtqQ6PC1MbVCzaYCvUNWodKyn9jCuB4XpsgEc3JZ,"February 17, 2023",ice9k#8607,1050573471870107600,Tweet about us,,,83 XP,success,stpsnv,https://twitter.com/stpsnv/status/1626386394535927808?t=8O_zIbIhHM_AM2uQ89UZtg&s=19https://twitter.com/stpsnv/status/1626386394535927808?t=8O_zIbIhHM_AM2uQ89UZtg&s=19
