"﻿""Name""",Twitter,Discord,DiscordId,Reward,answer,Quest,Address,Status,Date,ReviewedById,ReviewDate
VlShulyk,r2uXfEKS4Eou0U2,VlShulyk#4284,774373357725548500,83 XP,https://twitter.com/r2uXfEKS4Eou0U2/status/1626919790177550336,Tweet about us,13bP5r2SFBuq2NbYEHhxkXBru2teZT29nqsg21W4drTgNJMW,success,"February 18, 2023",,
chaeso,ijaehun36,채소#7562,943059348723228700,83 XP,https://twitter.com/ijaehun36/status/1626919693952118785?s=20,Tweet about us,5FsGynuHVfcQkpkumPvPoJsLhNHtGeSnKQWgtbjbiU9V5UTx,success,"February 18, 2023",,
vuavasyyana,243freddynan,vuavasyyana#3560,955437450820468700,83 XP,https://twitter.com/243freddynan/status/1626918773906079746?s=20,Tweet about us,5G8wWFKaFkH83hfZqsLuwctXq9wJGnnhUGbXvUR5YJHDhj9R,success,"February 18, 2023",,
Vova2002,nSvfmmXbeZgSMw1,Vova2002#3215,891754544055324700,83 XP,https://twitter.com/nSvfmmXbeZgSMw1/status/1626916848619986945,Tweet about us,12DwVqU1mbLXihFcsHFhM8Ygio65H1G6bSXDnYRWiojiWnoF,success,"February 18, 2023",,
yaycegoloviy,Shallon05208716,yaycegoloviy#5253,954443494540333200,83 XP,https://twitter.com/Shallon05208716/status/1626916566104252416?s=20,Tweet about us,5DV8gtmyZb88oqxJ9HyKF9p3x9JbnatTFUHCu89MxvwXcdBK,success,"February 18, 2023",,
anka-love,NormanAyebare,anka-love#9042,954439629577281700,83 XP,https://twitter.com/NormanAyebare/status/1626913534641569792?s=20,Tweet about us,5GFBUomfU9hNAJhB2NLBpyebNYCqhm2vpa9nFibVTfa5FW8w,success,"February 18, 2023",,
Arey225,Olegnewlife,Oleg22#7288,717059538934825100,83 XP,https://twitter.com/Olegnewlife/status/1626913255103909888,Tweet about us,1651JnR6yfXix9JRRSqPHwoskGSRGmimixX7edpXpLGRD8rP,success,"February 18, 2023",,
Nastenka-sha,fixed_matches21,Nastenka-sha#8724,954425608421654500,83 XP,https://twitter.com/fixed_matches21/status/1626910937826336774?s=20,Tweet about us,5EsXqSaeBWEUV5ucUHKcW6C24spVFtdVyXMSFnLGJQ8F8Ym6,success,"February 18, 2023",,
MishaSER,TheXataM,MishaSER#1639,404647514776535040,83 XP,https://twitter.com/TheXataM/status/1626909987690749952,Tweet about us,j4WVWfYNLy6Heodiomk6DsRxBYAyQXefQ4xmrLRz1iPQRVhRG,success,"February 18, 2023",,
byygeees,GloriaKilori,byygeees#3727,954409645370400800,83 XP,https://twitter.com/GloriaKilori/status/1626908414256328705?s=20,Tweet about us,5G3uNuH2AgR5mYjHvF1Zbci6iRy92g76RJ7e9Y4CR9abXb7T,success,"February 18, 2023",,
0x4573…6708,Livinginaprayer,Badang#7605,522051127655530560,83 XP,https://twitter.com/Livinginaprayer/status/1626908397076619265?s=20,Tweet about us,5E9g3etvXoNfs7HQhbeRSkWDBBPr3rWzght9w95Vyb7aQCQd,success,"February 18, 2023",,
Taboo,a_danilov_a,Taboo#5826,946705708852871200,83 XP,https://twitter.com/danilovbnb/status/1626907446785474565?s=46&t=vVtLvH6EzAf-ygNEknmjuw,Tweet about us,15Cj13QjCtehG2i6537ukZ7n9Nyx5p2W3K93QFjeSdzhMBJu,success,"February 18, 2023",,
danikK,BorretCarter,danikK#9624,954405943683211300,83 XP,https://twitter.com/BorretCarter/status/1626905888811364352?s=20,Tweet about us,5DCpLthGCzNooeEZn4L3yqDstRF57DfAdYKxcnBxSs7zimE7,success,"February 18, 2023",,
TSmiyukha,TSmiyukha,TatyanaSm#0814,995648385241600100,83 XP,https://twitter.com/TSmiyukha/status/1626903217828143106?s=20,Tweet about us,5G8uZ2DiYBgxfpKB3BzXL9MrQ1o5ybryQbXyayg2nFM3d4LU,success,"February 18, 2023",,
уксус,EudoxieMvui,povarlife#3737,954398545572663400,83 XP,https://twitter.com/EudoxieMvui/status/1626903225726009344?s=20,Tweet about us,5HgcHqbNQEMo8eNN7eNywQkCZfqUKYbmnhwjzor7DYsq5rE7,success,"February 18, 2023",,
0x02cc…bc06,BrandtNathanael,Sandrav#5274,981901425690964000,83 XP,https://twitter.com/BrandtNathanael/status/1626902176407896065?s=20,Tweet about us,5GLH4BpEKoVaNoApjGfQfkc8WnB3Dvj7kbMdB4LSLnzN17tb,success,"February 18, 2023",,
0x60…B26f,JINGAB123,jingab123#7835,1006431544455467000,83 XP,https://twitter.com/JINGAB123/status/1626901608788545537?s=20,Tweet about us,5HQiKzSRYQTGvRSG5ZSc2APu89MCcNhen2oftVkNpWg3gZyK,success,"February 18, 2023",,
cozymon,KiWoonMun1,cozymon#6656,822001970377916400,83 XP,https://twitter.com/KiWoonMun1/status/1626901134853181440,Tweet about us,13gjpZkbUzVLWkXDJW7ZbGMhEjCJxm6unWDdVcrSzRZ89BUi,success,"February 18, 2023",,
zkhrustalev91,MarcosA77622965,zkhrustalev91#0716,954391518871974000,83 XP,https://twitter.com/MarcosA77622965/status/1626900519439548421?s=20,Tweet about us,5ERw8yxMQgEV7KsF5gesrcbqR8oV5mySicCxELwV2DuDbLgW,success,"February 18, 2023",,
0xadff…a1ee,Dmitry75911533,Dima71#6483,853173166204649500,83 XP,https://twitter.com/Dmitry75911533/status/1626900222155554816?t=7j-rrSAjorie3T7fj5bSqg&s=19,Tweet about us,13K349wALe4C25zf7NnC59t4zvXjv2EzeQGPaSZvqi4ti9oo,success,"February 18, 2023",,
0x0103…cda7,KylaRob10883094,DanielhillS#4773,1028912768281235500,83 XP,https://twitter.com/KylaRob10883094/status/1626900086545612801?s=20,Tweet about us,5FQwoScxF98yiVMbavFJHYgCWjpxKMwZijnTociGFdMjPiKn,success,"February 18, 2023",,
0xd6ff…ff14,HeavenM03340780,ThomasadamsS#6218,1028869537803796600,83 XP,https://twitter.com/HeavenM03340780/status/1626899646194024448?s=20,Tweet about us,5DcisPmseerEfFtCrkAs8tPVYey4743m1YfquwNcVTi4ggyn,success,"February 18, 2023",,
0xaad5…ee5454,JaylinDavila1,София Зыкова#4265,1033811747406086300,83 XP,https://twitter.com/JaylinDavila1/status/1626899265753858049?s=20,Tweet about us,5CcmZoRowW7v4e1yQTvekLHU3F5UTduC5xJi8chaydjrh389,success,"February 18, 2023",,
morozovya,MilesAmbie,morozovya#8715,954402602630656000,83 XP,https://twitter.com/MilesAmbie/status/1626897354463780864?s=20,Tweet about us,5Dz4UHm7EBMCZEnNdsNazAvcMUNioyDcDpzMoR1dXrQ4avnX,success,"February 18, 2023",,
Gektor1,SatishV73999251,Gektor#9179,954420523310411900,83 XP,https://twitter.com/SatishV73999251/status/1626894941828837376?s=20,Tweet about us,5EfLs14MbeSRgpn94Sx1or8FxH3YjBa1C7YnY98fLNaaF2gp,success,"February 18, 2023",,
Ardashoff,ardashof,ardashoff#1826,869969373949988900,83 XP,https://twitter.com/ardashof/status/1626894227719221248?s=20,Tweet about us,5EPWyb6fintaspaX4e6115vyx56vmgHb98UEHGpwS4t2BgsN,success,"February 18, 2023",,
Rom4ik!,AltagraciaColo3,Rom4ik!#6997,954388000400347100,83 XP,https://twitter.com/AltagraciaColo3/status/1626891622444138499?s=20,Tweet about us,5GjcaaWEMwr39cAejYa17SkEmotrm9468t8H2Y2oKGbMGFmv,success,"February 18, 2023",,
KillYou18,YamNomad,NomadYam#8135,869478262793961500,83 XP,https://twitter.com/YamNomad/status/1626889596201226240?s=20,Tweet about us,5F92Uuv7e6q5QBD3LUrueJed8GkBy3xAyM6JpdUGE9qWKJng,success,"February 18, 2023",,
zhyk,nathanmbuebue,zhyk#1793,954376390969524200,83 XP,https://twitter.com/nathanmbuebue/status/1626888386047868929?s=20,Tweet about us,5EZzp5NgmMMnEDqj3KFHTg8GC965g9UL78rUQo7oiNbwyziQ,success,"February 18, 2023",,
deft12345,deft1234567,deft12345#0828,918092732239597600,83 XP,https://twitter.com/deft1234567/status/1626886431657566210?s=20,Tweet about us,0x02F6E7cc9ece3932aF707DdC78d57096eBb8E569,success,"February 18, 2023",,
dobba,neny_paredes_27,dobba#1312,953989952675389400,83 XP,https://twitter.com/neny_paredes_27/status/1626882850590011397?s=20,Tweet about us,5G1nF6tKaL9RPeHzMNekURBxTUVqTwQ2naBL9jdc2NF9b7aY,success,"February 18, 2023",,
alexcinem,elieebengo2,alexcinema#1365,953985033406910500,83 XP,https://twitter.com/elieebengo2/status/1626878709037670401?s=20,Tweet about us,5EhGnPD6qzuBE6bHat3LSYfD7cxfkV3EhrtWWrxSV1GLuKCx,success,"February 18, 2023",,
freddydack,Ben27769548Ben,freddydack#6647,953979154678841500,83 XP,https://twitter.com/Ben27769548Ben/status/1626874510774349825?s=20,Tweet about us,5GxjL8iPgpz7dHbd86NTtaQjEkx6r8c3s2a9YSv4gRPgoniB,success,"February 18, 2023",,
AZIYA,aziya2627,AZIYA#7837,688718010571423700,83 XP,https://twitter.com/aziya2627/status/1626874372857417728,Tweet about us,15SEU93szNwhabxEYf4CVDFEgyGNueovgeFfCdRLXpifsfpm,success,"February 18, 2023",,
rodinaalexa!,belandwedgphe19,rodinaalexa!#6660,953965350200942700,83 XP,https://twitter.com/belandwedgphe19/status/1626870549585530880?s=20,Tweet about us,5Gds38SPM7eVjNgDJS2jQCzv8drz53ap8E4n7pLRE56Tea5j,success,"February 18, 2023",,
crypton07,StMaslov07,crypton07#9255,885762772758044700,83 XP,https://twitter.com/StMaslov07/status/1626868666036805632,Tweet about us,5GznmuS9soLyTDUvkFJATKFtYix4FoWvApNAN6RsUx1WEwb4,success,"February 18, 2023",,
poet-ru,lahafullwork198,poet-ru#8630,953947753547960300,83 XP,https://twitter.com/lahafullwork198/status/1626866229284667392?s=20,Tweet about us,5Epqgf2GA99XquU5U34iAvkjatmSnvAJNrHcvqLr2AiGzD3Q,success,"February 18, 2023",,
Fidgetspin,Pejuang9902,frey-style#7532,1037842744258875400,83 XP,https://twitter.com/Pejuang9902/status/1626861905582202882,Tweet about us,5CoNKAMs3Etj5F8PDKC28SjodsmfGDLaBCcqjryua5Fm95ZF,success,"February 18, 2023",,
Vidomina33,dhdjjdids,Vidomina33#6968,1023905498417872900,83 XP,https://twitter.com/dhdjjdids/status/1626861811608715265,Tweet about us,5GzyBB6Akhh2DzyfXo65Hy2g5AwRhMSf68DUjZ1P1nChe2To,success,"February 18, 2023",,
Dinamic,33Dinamic,Dinamic#3004,701140172754124800,83 XP,https://twitter.com/33Dinamic/status/1626861671984640000,Tweet about us,12rei8Pz69xstbffL7zPVuhBh9nbTXCWVW4ihDTuM1PPXtry,success,"February 18, 2023",,
nebekovwolf,ZZyyzzaa,nebekovwolf#0389,953940926005399600,83 XP,https://twitter.com/ZZyyzzaa/status/1626861420607315971?s=20,Tweet about us,5HC2Cdw78PhYNTAEEthuTkd9gj7h1ip3UB3RZKg7eQ5JQNHc,success,"February 18, 2023",,
che gevara,AAchegevara,che gevara#0626,937756363323506800,83 XP,https://twitter.com/AAchegevara/status/1626860750345052160?s=20,Tweet about us,j4WDvMKSzDb2sZw1M9PSoAQWUHxNY6atMvUi1zS7wg51Kfyix,success,"February 18, 2023",,
yeNOT,morozov_moscow,yenotov.y#6182,953637391464284200,83 XP,https://twitter.com/morozov_moscow/status/1626857635134808064?s=20,Tweet about us,5CrGJTj74gxwWCJeSQWSB8c9ePxoCSvb88U3skWeC3fghmSN,success,"February 18, 2023",,
마가린가자,loveciel25,마가린가자#2666,890987279764574200,83 XP,https://twitter.com/loveciel25/status/1626853287550156803?s=20,Tweet about us,15XnNMLYydwEGHZrersVbjaVDcjWxKg49VPcS1FWFC3tPzHX,success,"February 18, 2023",,
Zorin Andrey,AndreyZorin99,Zorin Andrey#9830,885596900043137000,83 XP,https://twitter.com/AndreyZorin99/status/1626852786305392641?s=20,Tweet about us,5E71cHqSeikePHSvYLPmH9CxhCNmFV586bzUSoGGV4yak79Y,success,"February 18, 2023",,
0xf91e…d124,OmonyDenish1,rapetheodore#9064,1029171511715708900,83 XP,https://twitter.com/OmonyDenish1/status/1626851012526100482?s=20,Tweet about us,5E5MzRGqMNKvtJSCmpcndLxzfsipj81wHnWPZs6rYzje2hCD,success,"February 18, 2023",,
0xe391…0416,Hawaahmed110,buysfiller#7691,1029171341682819100,83 XP,https://twitter.com/Hawaahmed110/status/1626850710519418885?s=20,Tweet about us,5DXuirRsMKKVF1mNCvEhitYeqqpt5skdgmBhBPQWn87jgi8M,success,"February 18, 2023",,
0x9fc7…caeb,Josueleturia15,gsaoptimizations#0686,1029170519557288100,83 XP,https://twitter.com/Josueleturia15/status/1626850424811851777?s=20,Tweet about us,5G9pAESqPsGogJmdYfAhzaTQw4cABQcHjiRYnGbfJx1NaZhN,success,"February 18, 2023",,
dosya-white,dardosya,dosya-white#4451,879771654962679900,83 XP,https://twitter.com/dardosya/status/1626846278679142403?s=20,Tweet about us,5DcgEcyTqr3tMyrx1TfhkgTryKFyK55uUZSjFMEzykrkwYHG,success,"February 18, 2023",,
Zabava Vlad,zabavamers,Zabava Vlad#9628,879763170749718500,83 XP,https://twitter.com/zabavamers/status/1626841555049775106?s=20,Tweet about us,5G1i2UtzG2Cie8omzVxfib3jJBRxHHz2zxnjcVdfbtS7Xsy1,success,"February 18, 2023",,
0xa203…4e17,Rubiel72840830,porscheannette#3825,1029120500208779300,83 XP,https://twitter.com/Rubiel72840830/status/1626839902360059905?s=20,Tweet about us,5GWJh8k9GBryuZAbMvkeWDLb6ZToTdHfUyuTaKwy25t8Hjuv,success,"February 18, 2023",,
OGGerman,OogGerman,German#2007,853940993362231300,83 XP,https://twitter.com/OogGerman/status/1626839291610427392,Tweet about us,15w6bdGG78x8MwwRj4RbppDF3XfDH5pczGrB7qXW5dJFY7s7,success,"February 18, 2023",,
0xb54d…9cd4,PlamdyM,collaborationspair#5768,1029126874405798000,83 XP,https://twitter.com/PlamdyM/status/1626839133766438912?s=20,Tweet about us,5CPPXSE8xHtHRgdJQTnTGoENXy61mFp4FGpUq1EHwhwBnvak,success,"February 18, 2023",,
0x0f27…2f01,AmanYad12122796,relativesnotwithstanding#3457,1029125160302817300,83 XP,https://twitter.com/AmanYad12122796/status/1626838689493168128?s=20,Tweet about us,5CkTUfjPze3xbgcf3qhHkTSDPC6vcbeSXejLvkbPX8Rq6SbU,success,"February 18, 2023",,
0xfdb4…5dd2,yasmine968,rehearsalforte#7625,1029123746981748700,83 XP,https://twitter.com/yasmine968/status/1626838197954281473?s=20,Tweet about us,5GRjqrLTrA1xgzqrYzKWDjWY4rNzp9Vv2Vzn9MRmx4DxfKL7,success,"February 18, 2023",,
webego,kimcheolho85,webego#7660,778582792517845000,83 XP,https://twitter.com/kimcheolho85/status/1626837622671933442?s=20,Tweet about us,5CZsfrVPQY6RNo7gfcAyvnQMNVCWK4794GYxkxQgMAaBEzUF,success,"February 18, 2023",,
0xf629…b729,AmonMuhumuza4,legioncaption#9647,1029128627314495600,83 XP,https://twitter.com/AmonMuhumuza4/status/1626837334678458368?s=20,Tweet about us,5DPVZqhyyc2h89zK6pogxw8zJZXckNkmdvcsht9CgSGpq8Q8,success,"February 18, 2023",,
full_moon,baghyey56964878,full_moon#0635,1032238483248533500,83 XP,https://twitter.com/baghyey56964878/status/1626837281360474113?s=20,Tweet about us,5HKqyLXELpbeH2cM7JvAz1TD3phQwTS37e9UghC5bGRHJuun,success,"February 18, 2023",,
wonseok,Sgw2790Naver,wonseok#1817,326352735018680300,83 XP,https://twitter.com/Sgw2790Naver/status/1626836349537107968?s=20,Tweet about us,14G4SHFrdEGF4PKsHa2PvtdgwzTx5GYM5puw31LkR8rRBpyb,success,"February 18, 2023",,
Vova_na,teacherVVN,Vova_na#0165,889773936865312800,83 XP,https://twitter.com/teacherVVN/status/1626835992232579072?s=20,Tweet about us,5FYqBo8mPEznvNNj7ckg6PxYKa9mb5n1XFKN76jJrPPoqsqB,success,"February 18, 2023",,
NONSTOP,non1stop1story,Yankovskiy Ilya#0944,878940203224543200,83 XP,https://twitter.com/non1stop1story/status/1626835979280474114?s=20,Tweet about us,5EqeG1aDGqorgE2DGwJ3tYwotUm3V4LQcKHg6t3f2czq2EWw,success,"February 18, 2023",,
0xd3…2fD0,ASDFG_71,asdfg71#1250,360091629698285600,83 XP,https://twitter.com/ASDFG_71/status/1626834647169798146?s=20,Tweet about us,16kkmgFPE5d6cF6GZN3VAmEvNTWvbuMTFA7z7iZGusi3ojPh,success,"February 18, 2023",,
Ranger SS,XjQvuoHo1qO8WjD,Ranger SS#2733,447741979460239360,83 XP,https://twitter.com/XjQvuoHo1qO8WjD/status/1626834138140672000?s=20,Tweet about us,0x8071bC96d3E4A70F09a502f0bD4cB7F190510544,success,"February 18, 2023",,
PenguinPotion26,PenguinPotion26,펭귄물약 | LN(링크단)#4291,310833393845796860,83 XP,https://twitter.com/PenguinPotion26/status/1626830940076113921?s=20,Tweet about us,0xe629F2cFF6F94a46938b83bE1B67Df11D416e5F9,success,"February 18, 2023",,
magdalena,magdalenajjang,순짱 | LN(링크단)#6385,919149069513928700,83 XP,https://twitter.com/magdalenajjang/status/1626830857507069953?s=20,Tweet about us,0x431ED3F953ADFCcfCA8b0F1730a29B3191130747,success,"February 18, 2023",,
jindian,jindian777,섭계 | LN(링크단)#7741,821734524840181800,83 XP,https://twitter.com/jindian777/status/1626830365380997120?s=20,Tweet about us,0x6a56DA21fe699ec233521d51D580eA6E39D39966,success,"February 18, 2023",,
Parsefal,Din97654382,Ayda#7601,923845239133831200,83 XP,https://twitter.com/Din97654382/status/1626829173212827649?s=20,Tweet about us,j4X3C25XWpXPXQUWq84YrE5THzmYsdTBcoVGB9t13YnHJMcti,success,"February 18, 2023",,
0x566a…14fe,BrightnessLS,Kimonokitsune I CNB#4898,876884758653726700,83 XP,https://twitter.com/BrightnessLS/status/1626828893482262528?s=20,Tweet about us,5Df3uEnFwnejW7NRSbiYmo8XZBfMGCzGyaCnzGRNnYJHnXud,success,"February 18, 2023",,
Olesya1994,penkei1983,Olesya1994#3221,957523675345723400,83 XP,https://twitter.com/penkei1983/status/1626827653167849474?s=20,Tweet about us,5FKfh17GUyxKNL4pLtvnSbf7ycFhmApGvRyComL4Nh2ByXpK,success,"February 18, 2023",,
BartLisa,taringo1981,BartLisa#8368,957525708706558000,83 XP,https://twitter.com/taringo1981/status/1626826822636953601?s=20,Tweet about us,5CPEaZ5uQHQ2wWZx3UqFEshtvf66rHcVSAaoSqXkC46yxhiw,success,"February 18, 2023",,
msiGpro,benitai1986,msiGpro#2282,957510717349716000,83 XP,https://twitter.com/benitai1986/status/1626825009779077126?s=20,Tweet about us,5FTuHd9wAqL3b3X4pTsmwpuFmSer1EiNLW49QqN2u8c5rWnJ,success,"February 18, 2023",,
MarkBulah,jirameha1971,MarkBulah#6215,957527678376890400,83 XP,https://twitter.com/jirameha1971/status/1626824389504438272?s=20,Tweet about us,5D4kjqxK3ciMnFvWdm18CxvUizSbEKEUTdHNnXCFc3m4Xbcb,success,"February 18, 2023",,
Aleksia,jimoiji1972,Aleksia#3725,957512503590535200,83 XP,https://twitter.com/jimoiji1972/status/1626823769250754560?s=20,Tweet about us,5CrL5icRFWxLkPaGanjoj3sux4A3zkNWWm5WkXRn1seiw2BD,success,"February 18, 2023",,
waleron,zurinaka1975,waleron#5817,957536718473547800,83 XP,https://twitter.com/zurinaka1975/status/1626823168337010688?s=20,Tweet about us,5HHYuzL7WcDi9J34Zd88cuZhv4szDJ3j4brsrTamPzPkQdnN,success,"February 18, 2023",,
georgy2,nukemusu1976,georgy#8596,957509810843164800,83 XP,https://twitter.com/nukemusu1976/status/1626822036856385538?s=20,Tweet about us,5G9KbD8kk4uqfpn7uJSj8fQzxkGeoks3cEdu3cv4Mr9KvD3b,success,"February 18, 2023",,
curitol,sambarkonni,sbarkonni#8087,402382104673124350,83 XP,https://twitter.com/sambarkonni/status/1626821852730359808,Tweet about us,5F9RiGY56B6kFLHonzPC2CnTrpbHb7uzskNzoQHb2e73bQKS,success,"February 18, 2023",,
TrIpAK,rusaeda1978,TrIpAK#7113,957522129555964000,83 XP,https://twitter.com/rusaeda1978/status/1626821078713794560?s=20,Tweet about us,5HK95z7wtdEB9EcdPtBoVYEwkFd22dnnYBZFvZrC7Xn87Ttj,success,"February 18, 2023",,
hitTrik,sakekiga1976,hitTrik#4281,957531044997894100,83 XP,https://twitter.com/sakekiga1976/status/1626818161852182530?s=20,Tweet about us,5HBH8Frv2qaJk8jGLvZnVCMfA4vWpA4c8wjMTMDTVoJoBvPo,success,"February 18, 2023",,
0x0D…1083,jhonbur8432,jhonbur#0436,836951763738951700,83 XP,https://twitter.com/jhonbur8432/status/1626817192506593287?s=20,Tweet about us,15BLXfVwh9sg5sgPdTa48pbDMzcTSviCPqFjAWrveWJD2QY7,success,"February 18, 2023",,
TronMeta,netomiru1976,TronMeta#0100,957531862274810000,83 XP,https://twitter.com/netomiru1976/status/1626817167672090624?s=20,Tweet about us,5E25NkPCj7kXJgM1m64WuwK7he1THRoxR5eT4HqCYCBGZMpW,success,"February 18, 2023",,
Fluda,0xFluda,Fluda#5336,905153652828827600,83 XP,https://twitter.com/0xFluda/status/1626816494486294528,Tweet about us,1Che2YzRnTd1cgmpWsWLGCHusnVJQN6u1N9RqoJHnBgSnwb,success,"February 18, 2023",,
감자#2832,songhalam16,Gamja#2832,294353552057303040,83 XP,https://twitter.com/songhalam16/status/1626812531263275008,Tweet about us,141AqZpNWjj6gXVGW1FB2oJ3KpTzYppMiNQQ4SC7EXtKa6XJ,success,"February 18, 2023",,
0x19…3A32,planto_m,Leoguri#5959,538707495414267900,83 XP,https://twitter.com/planto_m/status/1626794080041828352?s=20,Tweet about us,5GE7yyA6r23iF8V7MGTRdgqBCLufHWV7iorBgcMYSgYwVADW,success,"February 18, 2023",,
gedeihent,EJseong95,gedeihent#3359,864487936388759600,83 XP,https://twitter.com/EJseong95/status/1626794051986128900?s=20,Tweet about us,5G9joHopK2MGjsFTkzSTq8f2QTEHDzXJqWtZAZ5gD7offoQD,success,"February 18, 2023",,
oshbabo,oshbabo,oshbabo#3556,785109480882438100,83 XP,https://twitter.com/oshbabo/status/1626793800281767937?s=20,Tweet about us,15PtJLvN3NYSXMHGyDspYbGcJbM2wfFtpRvSJZbqohFu5uDY,success,"February 18, 2023",,
0xb2F5…18fB,stevenchang105,fausto#3901,915489108074315800,83 XP,https://twitter.com/stevenchang105/status/1626791867106074625?s=20,Tweet about us,5CXkbqk8WaWjUr2uzLNdxFQE3vcqYJ9RzcyKarjBQ6xiLjyQ,success,"February 18, 2023",,
Seungjae,STMD_001,김승재#6830,453578569340420100,83 XP,https://twitter.com/STMD_001/status/1626791348287438852?s=20,Tweet about us,15QcJ3iBGue7xPwsVYCWWh82uXryX22PbfDZHREGfHo1tf95,success,"February 18, 2023",,
kksk1004,kksk10004,kksk1004#0653,873495454913011800,83 XP,https://twitter.com/kksk10004/status/1626791416713338881?s=20,Tweet about us,5ESMQbYAX8RFAdhUmUFxu8iMfQAARJuu5Pa7QR6VVv6SZAgt,success,"February 18, 2023",,
wazirr15,wazirr155,wazirr15#1839,882292654610718700,83 XP,https://twitter.com/wazirr155/status/1626787913622228992?s=20,Tweet about us,155RV9rxrJh2oPZAub3NNzhaKWGMeXTrbhszSE47rDfEpski,success,"February 18, 2023",,
Razorfane,CaptainShelton,Razorfane#2927,309983559207223300,83 XP,https://twitter.com/CaptainShelton/status/1626781654713769986?s=20,Tweet about us,0x466322Cfa5B3D18734aC4D8A55a7A12F08160fa4,success,"February 18, 2023",,
kimseenam,kimseenam,Kimseenam#7048,360038192650387460,83 XP,https://twitter.com/kimseenam/status/1626781131348774912?s=20,Tweet about us,14miBVYVkjjVHXRnrbYAuyU3GEHC1mzKcVUKUDxN9vD6f8YX,success,"February 18, 2023",,
0xbafa…2d01,salamat412503,simjahan#9821,443247113149612100,83 XP,https://twitter.com/salamat412503/status/1626780986074865664?s=20,Tweet about us,5CLqGiJTdJDEACnqnyThT9LmUsrBop5R2J5jwDnBxvbeF5y1,success,"February 18, 2023",,
minxddx,minxddx,MINCHEOL#1737,347337448130478100,83 XP,https://twitter.com/minxddx/status/1626780201450610688?s=20,Tweet about us,5EqhCVUn57AwCcYjB1SfBWgtNAZuaBmwXLZo2BwQtBPmY2Qx,success,"February 18, 2023",,
NKMA,Ne_k0_ma,Nekoma#8629,263343004188803070,83 XP,https://twitter.com/Ne_k0_ma/status/1626775254705078274?s=20,Tweet about us,5DLtMDEQsZ7wYtUvhT5cMqhuvzbLhkkVULNDtwmf4ra8zxDg,success,"February 18, 2023",,
0xB612…8777,kong7209,leesunwoo#7414,911643185774755800,83 XP,https://twitter.com/kong7209/status/1626774041934827520?s=20,Tweet about us,5EUan2HRPYYv12mtJSfV9Py3M7cgqbJsEED5LngEtrKBqyJD,success,"February 18, 2023",,
0xA487…a995,Kwontaejung66,crow#4911,541949492778500100,83 XP,https://twitter.com/Kwontaejung66/status/1626767969257922561,Tweet about us,5HRFkRkJejRv6z797Cecvb3MPviZwdRoeyhAAAunFyqQrxKG,success,"February 18, 2023",,
whitecrow105,whitecrow105,whitecrow105#8827,911596970601234400,83 XP,https://twitter.com/whitecrow105/status/1626767229172977665?s=20,Tweet about us,5DefGfnPiPXgxYEBu44G8CSkEjPezofiZLFgWER8Y5w5QsQz,success,"February 18, 2023",,
LoserChang,SolNFTer,SolNFTer#7537,875177628590547100,83 XP,https://twitter.com/SolNFTer/status/1626766736224849926?s=20,Tweet about us,1cJkgHHBCCPB3FjRioxcVoEycPvpqgr1N4PF6r2b9EGcs2i,success,"February 18, 2023",,
0xB4…84A7,tlswp1865,sangchi#3413,341078187893325800,83 XP,https://twitter.com/tlswp1865/status/1626766693489078272,Tweet about us,5DV5vrZxRiKP54HX6j3foXdYkdZfcYotkSk4EfzKyqczsjSG,success,"February 18, 2023",,
matthewLee,coin28381,oasisRose#0837,915749386431131600,83 XP,https://twitter.com/coin28381/status/1626760814815490049?s=20,Tweet about us,12q4yyFmuV4E3SRgnnFZ4sMB6wnrAErhTK6Dw3UY7mGWwup2,success,"February 18, 2023",,
TzS,TzhalimS,TzS#9493,757194412244861000,83 XP,https://twitter.com/TzhalimS/status/1626760364175286272?s=20,Tweet about us,146GNTZ1qFtgxSx1XRYFTGpLNCaBC3ihec87Y16UT3ZxHMRn,success,"February 18, 2023",,
뀨앙이,tpals1234567,dodol1101#9722,870492437381005400,83 XP,https://twitter.com/tpals1234567/status/1626755994931040256,Tweet about us,165wx9YsmQxzBsmiVfHmCpB8VuooJugm8KpZ8EdF2gMUTPQE,success,"February 18, 2023",,
0xa14e…625e,dbrdbs,dbrdbs6789#1968,963726597368729600,83 XP,https://twitter.com/dbrdbs/status/1626747367751057410?s=20,Tweet about us,5FNemK9DEaAdRSvh44p5LCqgeJ3NKPT5YabH9BjcPAfsqUjg,success,"February 18, 2023",,
zofldj345,KR9SAEospS0Vgin,mamo97#1269,883300514719227900,83 XP,https://twitter.com/KR9SAEospS0Vgin/status/1626745942677557249?s=20,Tweet about us,5E9tQHcxXc7BaPCHRs9GrX5RbXEKF1QNbAhmvoR7GVbpW6fm,success,"February 18, 2023",,
Kauman,kauman0,Kauman#4570,305291643907735550,83 XP,https://twitter.com/kauman0/status/1626742120454279170,Tweet about us,5D5ddsNm8zEoS7Q1xU6YWdRcbxYqZvwEovaZ7vPfBDKpgiSp,success,"February 18, 2023",,
chouh1,josicherock,볼그#7955,501785048668831740,83 XP,https://twitter.com/josicherock/status/1626741200358350849?s=20,Tweet about us,5FYzxj4ASamuKADTxUrY8f4MQQo6yLjdf175TRS5wqgcbVG1,success,"February 18, 2023",,
